;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
0;2023-09-20;1643.495361328125;1649.619140625;1610.4207763671875;1622.890625;1622.890625;5156431986;
1;2023-09-21;1622.591796875;1625.20458984375;1573.3057861328125;1584.3070068359375;1584.3070068359375;5191732312;-2.38
2;2023-09-22;1584.0025634765625;1601.5377197265625;1579.101318359375;1593.268310546875;1593.268310546875;3460791634;0.57
3;2023-09-23;1593.213134765625;1598.001708984375;1588.3289794921875;1593.8577880859375;1593.8577880859375;2101436678;0.04
4;2023-09-24;1593.82568359375;1600.207275390625;1576.7833251953125;1580.8533935546875;1580.8533935546875;3086456944;-0.82
5;2023-09-25;1580.7474365234375;1595.8441162109375;1565.0255126953125;1588.3228759765625;1588.3228759765625;4394930984;0.47
6;2023-09-26;1588.023193359375;1598.0977783203125;1580.16552734375;1593.417236328125;1593.417236328125;3544861160;0.32
7;2023-09-27;1593.1082763671875;1631.9107666015625;1585.368896484375;1597.4912109375;1597.4912109375;5533036096;0.26
8;2023-09-28;1597.6719970703125;1666.024169921875;1597.294677734375;1652.8826904296875;1652.8826904296875;6658092168;3.47
9;2023-09-29;1652.9998779296875;1687.28125;1648.656494140625;1667.94384765625;1667.94384765625;5529687537;0.91
10;2023-09-30;1667.83447265625;1692.5311279296875;1666.5638427734375;1671.161865234375;1671.161865234375;3155292192;0.19
11;2023-10-01;1671.1614990234375;1750.595703125;1670.0821533203125;1733.8104248046875;1733.8104248046875;5054880180;3.75
12;2023-10-02;1732.9840087890625;1743.5635986328125;1646.07763671875;1663.6275634765625;1663.6275634765625;8420552922;-4.05
13;2023-10-03;1662.88720703125;1670.3563232421875;1644.4964599609375;1656.6856689453125;1656.6856689453125;4742827302;-0.42
14;2023-10-04;1656.7359619140625;1657.2535400390625;1629.4266357421875;1647.838134765625;1647.838134765625;5127524863;-0.53
15;2023-10-05;1647.7882080078125;1654.3790283203125;1609.8499755859375;1611.4764404296875;1611.4764404296875;5403759057;-2.21
16;2023-10-06;1611.36572265625;1659.60986328125;1611.36572265625;1645.83154296875;1645.83154296875;4941208729;2.13
17;2023-10-07;1645.8109130859375;1648.1837158203125;1631.158203125;1634.51123046875;1634.51123046875;2578994988;-0.69
18;2023-10-08;1634.6573486328125;1641.182373046875;1618.189208984375;1633.548583984375;1633.548583984375;3315554175;-0.06
19;2023-10-09;1633.454833984375;1635.4478759765625;1553.0069580078125;1579.806640625;1579.806640625;7020801716;-3.29
20;2023-10-10;1580.112060546875;1593.7413330078125;1553.03173828125;1567.7130126953125;1567.7130126953125;5254966125;-0.77
21;2023-10-11;1567.6807861328125;1578.2235107421875;1548.98046875;1566.2547607421875;1566.2547607421875;5416504273;-0.09
22;2023-10-12;1566.35595703125;1566.878173828125;1523.237548828125;1539.6124267578125;1539.6124267578125;5003930677;-1.7
23;2023-10-13;1539.432861328125;1571.7506103515625;1537.921142578125;1552.0894775390625;1552.0894775390625;4575141511;0.81
24;2023-10-14;1552.2637939453125;1560.3250732421875;1545.73876953125;1555.2568359375;1555.2568359375;2429214718;0.2
