;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
0;2017-11-09;308.6449890136719;329.4519958496094;307.0559997558594;320.8840026855469;320.8840026855469;893249984;
1;2017-11-10;320.6709899902344;324.7179870605469;294.5419921875;299.25299072265625;299.25299072265625;885985984;-6.74
2;2017-11-11;298.58599853515625;319.4530029296875;298.1919860839844;314.6809997558594;314.6809997558594;842300992;5.16
3;2017-11-12;314.69000244140625;319.15301513671875;298.51300048828125;307.9079895019531;307.9079895019531;1613479936;-2.15
4;2017-11-13;307.0249938964844;328.4150085449219;307.0249938964844;316.71600341796875;316.71600341796875;1041889984;2.86
5;2017-11-14;316.76300048828125;340.177001953125;316.76300048828125;337.6310119628906;337.6310119628906;1069680000;6.6
6;2017-11-15;337.9639892578125;340.9119873046875;329.81298828125;333.35699462890625;333.35699462890625;722665984;-1.27
7;2017-11-16;333.4429931640625;336.15899658203125;323.6059875488281;330.92401123046875;330.92401123046875;797254016;-0.73
8;2017-11-17;330.1669921875;334.9639892578125;327.52301025390625;332.3940124511719;332.3940124511719;621732992;0.44
9;2017-11-18;331.9800109863281;349.6159973144531;327.68701171875;347.61199951171875;347.61199951171875;649638976;4.58
10;2017-11-19;347.4010009765625;371.2909851074219;344.739990234375;354.385986328125;354.385986328125;1181529984;1.95
11;2017-11-20;354.093994140625;372.1369934082031;353.2890014648437;366.7300109863281;366.7300109863281;807027008;3.48
12;2017-11-21;367.4429931640625;372.4700012207031;350.6929931640625;360.4010009765625;360.4010009765625;949912000;-1.73
13;2017-11-22;360.31201171875;381.4200134277344;360.1470031738281;380.6520080566406;380.6520080566406;800819008;5.62
14;2017-11-23;381.4389953613281;425.5480041503906;376.0880126953125;410.1659851074219;410.1659851074219;1845680000;7.75
15;2017-11-24;412.5010070800781;480.9729919433594;402.7579956054688;474.9110107421875;474.9110107421875;2292829952;15.79
16;2017-11-25;475.6759948730469;485.1919860839844;461.0530090332031;466.2760009765625;466.2760009765625;1422080000;-1.82
17;2017-11-26;465.9739990234375;472.7229919433594;451.6059875488281;471.3299865722656;471.3299865722656;1197779968;1.08
18;2017-11-27;471.531005859375;493.4049987792969;468.4849853515625;480.3550109863281;480.3550109863281;1396480000;1.91
19;2017-11-28;480.51800537109375;482.4800109863281;466.3469848632813;472.9020080566406;472.9020080566406;1346499968;-1.55
20;2017-11-29;473.281005859375;522.3070068359375;425.0710144042969;427.5230102539063;427.5230102539063;2675940096;-9.6
21;2017-11-30;431.2149963378906;465.49700927734375;401.2430114746094;447.114013671875;447.114013671875;1903040000;4.58
22;2017-12-01;445.2090148925781;472.6090087890625;428.31201171875;466.5400085449219;466.5400085449219;1247879936;4.34
23;2017-12-02;466.85101318359375;476.239013671875;456.6530151367188;463.4490051269531;463.4490051269531;943649984;-0.66
24;2017-12-03;463.7049865722656;482.8139953613281;451.85198974609375;465.8529968261719;465.8529968261719;990556992;0.52
25;2017-12-04;466.0539855957031;474.7770080566406;453.31201171875;470.2040100097656;470.2040100097656;1005550016;0.93
26;2017-12-05;470.29400634765625;473.5580139160156;457.6600036621094;463.281005859375;463.281005859375;1216720000;-1.47
27;2017-12-06;462.60400390625;462.7080078125;420.2099914550781;428.5880126953125;428.5880126953125;1998259968;-7.49
28;2017-12-07;426.3689880371094;441.3970031738281;414.4110107421875;434.4079895019531;434.4079895019531;2129570048;1.36
29;2017-12-08;434.989013671875;466.06201171875;422.3670043945313;456.031005859375;456.031005859375;2336379904;4.98
30;2017-12-09;457.343994140625;504.1470031738281;456.25299072265625;473.50201416015625;473.50201416015625;2003849984;3.83
31;2017-12-10;472.78900146484375;472.78900146484375;429.5140075683594;441.7210083007813;441.7210083007813;1404179968;-6.71
32;2017-12-11;440.3580017089844;516.968994140625;439.10400390625;515.135986328125;515.135986328125;1771440000;16.62
33;2017-12-12;522.2860107421875;657.3179931640625;504.4939880371094;651.4310302734375;651.4310302734375;5179829760;26.46
34;2017-12-13;644.906005859375;747.9929809570312;597.7979736328125;702.7670288085938;702.7670288085938;4524539904;7.88
35;2017-12-14;700.593994140625;753.1209716796875;664.989013671875;695.8159790039062;695.8159790039062;3821580032;-0.99
36;2017-12-15;696.3759765625;697.1320190429688;621.0609741210938;684.447998046875;684.447998046875;2758710016;-1.63
37;2017-12-16;686.1920166015625;718.385009765625;680.7860107421875;696.208984375;696.208984375;2165690112;1.72
38;2017-12-17;696.2369995117188;735.8250122070312;696.2369995117188;719.9749755859375;719.9749755859375;2147389952;3.41
39;2017-12-18;721.7319946289062;803.927978515625;689.2310180664062;794.64501953125;794.64501953125;3249230080;10.37
40;2017-12-19;793.9010009765625;881.9439697265625;785.3419799804688;826.822998046875;826.822998046875;4096549888;4.05
41;2017-12-20;827.5159912109375;845.06201171875;756.0040283203125;819.0859985351562;819.0859985351562;3969939968;-0.94
42;2017-12-21;820.2360229492188;880.5430297851562;792.6890258789062;821.06298828125;821.06298828125;3569060096;0.24
43;2017-12-22;822.6430053710938;827.6829833984375;543.7620239257812;674.8599853515625;674.8599853515625;4977710080;-17.81
44;2017-12-23;681.3159790039062;763.89501953125;679.7310180664062;719.3870239257812;719.3870239257812;2480339968;6.6
45;2017-12-24;721.7689819335938;721.7689819335938;614.9219970703125;694.1480102539062;694.1480102539062;2300549888;-3.51
46;2017-12-25;698.8699951171875;782.52099609375;698.8699951171875;765.833984375;765.833984375;2491760128;10.33
47;2017-12-26;763.3699951171875;786.7899780273438;760.9349975585938;773.8359985351562;773.8359985351562;2201159936;1.04
48;2017-12-27;774.969970703125;789.2529907226562;738.4130249023438;762.8419799804688;762.8419799804688;2100029952;-1.42
49;2017-12-28;762.2080078125;763.3189697265625;701.18701171875;737.0230102539062;737.0230102539062;2389149952;-3.38
50;2017-12-29;740.3889770507812;770.1170043945312;729.6079711914062;753.5919799804688;753.5919799804688;2648969984;2.25
51;2017-12-30;753.8150024414062;753.8150024414062;685.2310180664062;717.2570190429688;717.2570190429688;3187780096;-4.82
52;2017-12-31;712.2119750976562;760.3480224609375;710.1190185546875;756.7329711914062;756.7329711914062;2554269952;5.5
53;2018-01-01;755.7570190429688;782.530029296875;742.0040283203125;772.6409912109375;772.6409912109375;2595760128;2.1
54;2018-01-02;772.3460083007812;914.8300170898438;772.3460083007812;884.4439697265625;884.4439697265625;5783349760;14.47
55;2018-01-03;886.0;974.4710083007812;868.4509887695312;962.719970703125;962.719970703125;5093159936;8.85
56;2018-01-04;961.7130126953124;1045.0799560546875;946.0859985351562;980.9219970703124;980.9219970703124;6502859776;1.89
57;2018-01-05;975.75;1075.3900146484375;956.3250122070312;997.719970703125;997.719970703125;6683149824;1.71
58;2018-01-06;995.1539916992188;1060.7099609375;994.6220092773438;1041.6800537109375;1041.6800537109375;4662219776;4.41
59;2018-01-07;1043.010009765625;1153.1700439453125;1043.010009765625;1153.1700439453125;1153.1700439453125;5569880064;10.7
60;2018-01-08;1158.260009765625;1266.9300537109375;1016.0499877929688;1148.530029296875;1148.530029296875;8450970112;-0.4
61;2018-01-09;1146.0;1320.97998046875;1145.489990234375;1299.739990234375;1299.739990234375;7965459968;13.17
62;2018-01-10;1300.3399658203125;1417.3800048828125;1226.5999755859375;1255.8199462890625;1255.8199462890625;9214950400;-3.38
63;2018-01-11;1268.0899658203125;1337.300048828125;1135.1700439453125;1154.9300537109375;1154.9300537109375;7235899904;-8.03
64;2018-01-12;1158.2900390625;1296.0400390625;1120.0899658203125;1273.199951171875;1273.199951171875;5222300160;10.24
65;2018-01-13;1270.469970703125;1432.8800048828125;1270.469970703125;1396.4200439453125;1396.4200439453125;5746760192;9.68
66;2018-01-14;1397.47998046875;1400.56005859375;1286.2099609375;1366.77001953125;1366.77001953125;4841630208;-2.12
67;2018-01-15;1365.2099609375;1390.5899658203125;1290.5999755859375;1291.9200439453125;1291.9200439453125;4781100032;-5.48
68;2018-01-16;1292.6300048828125;1292.6300048828125;875.5449829101562;1053.68994140625;1053.68994140625;8405139968;-18.44
69;2018-01-17;1061.3399658203125;1090.22998046875;780.9219970703125;1014.25;1014.25;8545160192;-3.74
70;2018-01-18;1016.4400024414062;1100.31005859375;967.7589721679688;1036.280029296875;1036.280029296875;5938319872;2.17
71;2018-01-19;1028.8199462890625;1093.219970703125;1003.7100219726562;1039.0999755859375;1039.0999755859375;4084450048;0.27
72;2018-01-20;1044.949951171875;1167.1099853515625;1044.949951171875;1155.1500244140625;1155.1500244140625;3975190016;11.17
73;2018-01-21;1155.6800537109375;1155.6800537109375;1021.5;1049.5799560546875;1049.5799560546875;3378089984;-9.14
