;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;26/12/2022;0,0969;JRS CAP PROPRIO;31/12/2023 ;1;DASA3
1;27/12/2021;0,3012;JRS CAP PROPRIO;22/12/2022 ;1;DASA3
2;12/01/2021;0,2854;JRS CAP PROPRIO;30/04/2021 ;1;DASA3
3;30/12/2019;0,5634;JRS CAP PROPRIO;20/02/2020 ;1;DASA3
4;28/12/2018;0,5612;JRS CAP PROPRIO;28/02/2019 ;1;DASA3
5;28/12/2017;0,1353;JRS CAP PROPRIO;- ;1;DASA3
6;20/04/2017;0,0046;DIVIDENDO;- ;1;DASA3
7;29/12/2016;0,0804;JRS CAP PROPRIO;- ;1;DASA3
8;25/04/2016;0,0200;DIVIDENDO;- ;1;DASA3
9;23/04/2015;0,0629;Dividendo;- ;1;DASA3
10;28/04/2014;0,1010;DIVIDENDO;- ;1;DASA3
11;22/04/2013;0,0660;DIVIDENDO;- ;1;DASA3
12;27/04/2012;0,0322;DIVIDENDO;- ;1;DASA3
13;03/10/2011;0,0966;JRS CAP PRÓPRIO;- ;1;DASA3
14;28/12/2010;0,1309;JRS CAP PRÓPRIO;- ;1;DASA3
15;10/12/2009;0,4099;JRS CAP PRÓPRIO;- ;1;DASA3
16;25/03/2008;0,2343;DIVIDENDO;- ;1;DASA3
17;11/04/2007;0,0092;DIVIDENDO;- ;1;DASA3
18;;;;;;DASA3
19;2022;0,097;;;;DASA3
20;2021;0,587;;;;DASA3
21;2019;0,563;;;;DASA3
22;2018;0,561;;;;DASA3
23;2017;0,140;;;;DASA3
24;2016;0,100;;;;DASA3
25;2015;0,063;;;;DASA3
26;2014;0,101;;;;DASA3
27;2013;0,066;;;;DASA3
28;2012;0,032;;;;DASA3
29;2011;0,097;;;;DASA3
30;2010;0,131;;;;DASA3
