;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;13/04/2022;0,0825;DIVIDENDO;23/12/2022 ;1;CBEE3
1;20/04/2021;0,0701;DIVIDENDO;31/12/2021 ;1000;CBEE3
2;27/04/2020;0,3981;DIVIDENDO;30/12/2020 ;1000;CBEE3
3;26/04/2019;0,2441;DIVIDENDO;10/12/2019 ;1000;CBEE3
4;29/04/2015;0,0118;Dividendo;- ;1000;CBEE3
5;22/04/2014;0,0412;DIVIDENDO;- ;1000;CBEE3
6;30/04/2013;0,0299;DIVIDENDO;- ;1000;CBEE3
7;27/04/2012;0,0060;DIVIDENDO;- ;1000;CBEE3
8;29/04/2011;0,0131;DIVIDENDO;- ;1000;CBEE3
9;30/04/2010;0,0291;DIVIDENDO;- ;1000;CBEE3
10;17/11/2009;0,0493;DIVIDENDO;- ;1000;CBEE3
11;29/04/2009;0,0237;DIVIDENDO;- ;1000;CBEE3
12;29/04/2008;0,0093;DIVIDENDO;- ;1000;CBEE3
13;30/04/2007;0,0116;DIVIDENDO;- ;1000;CBEE3
14;;;;;;CBEE3
15;2022;0,082;;;;CBEE3
16;2021;0,070;;;;CBEE3
17;2020;0,398;;;;CBEE3
18;2019;0,244;;;;CBEE3
19;2015;0,012;;;;CBEE3
20;2014;0,041;;;;CBEE3
21;2013;0,030;;;;CBEE3
22;2012;0,006;;;;CBEE3
23;2011;0,013;;;;CBEE3
24;2010;0,029;;;;CBEE3
