;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;29/04/2026;0,0439;DIVIDENDO;30/12/2026							  ;1;DESK3
1;18/12/2025;0,1024;DIVIDENDO;06/01/2026							  ;1;DESK3
2;23/04/2025;0,0368;DIVIDENDO;09/06/2025							  ;1;DESK3
3;19/04/2024;0,0421;DIVIDENDO;27/12/2024							  ;1;DESK3
4;28/04/2023;0,0198;DIVIDENDO;28/12/2023							  ;1;DESK3
5;29/04/2022;0,0141;DIVIDENDO;22/12/2022							  ;1;DESK3
6;;;;;;DESK3
7;2026;0,044;;;;DESK3
8;2025;0,139;;;;DESK3
9;2024;0,042;;;;DESK3
10;2023;0,020;;;;DESK3
11;2022;0,014;;;;DESK3
