;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;29/04/2025;2,7942;DIVIDENDO;-							  ;1;CPFE3
1;26/04/2024;2,7540;DIVIDENDO;26/12/2024							  ;1;CPFE3
2;17/08/2023;0,7834;DIVIDENDO;20/12/2023							  ;1;CPFE3
3;28/04/2023;1,2344;DIVIDENDO;31/12/2023							  ;1;CPFE3
4;28/04/2023;0,8679;DIVIDENDO;16/05/2023							  ;1;CPFE3
5;29/04/2022;1,6211;DIVIDENDO;30/12/2022							  ;1;CPFE3
6;29/04/2022;1,6211;DIVIDENDO;30/06/2022							  ;1;CPFE3
7;09/12/2021;0,6978;DIVIDENDO;21/12/2021							  ;1;CPFE3
8;31/08/2021;1,5018;DIVIDENDO;16/12/2021							  ;1;CPFE3
9;30/04/2021;1,5018;DIVIDENDO;21/06/2021							  ;1;CPFE3
10;27/07/2020;1,8010;DIVIDENDO;30/11/2020							  ;1;CPFE3
11;30/04/2019;0,4802;DIVIDENDO;-							  ;1;CPFE3
12;27/04/2018;0,2753;DIVIDENDO;26/06/2018							  ;1;CPFE3
13;12/01/2017;0,2179;DIVIDENDO;-							  ;1;CPFE3
14;29/04/2016;0,2069;DIVIDENDO;-							  ;1;CPFE3
15;04/09/2014;0,4387;DIVIDENDO;-							  ;1;CPFE3
16;29/04/2014;0,5901;DIVIDENDO;-							  ;1;CPFE3
17;22/08/2013;0,3773;DIVIDENDO;-							  ;1;CPFE3
18;19/04/2013;0,4738;DIVIDENDO;-							  ;1;CPFE3
19;15/08/2012;0,6653;DIVIDENDO;-							  ;1;CPFE3
20;12/04/2012;0,7882;DIVIDENDO;-							  ;1;CPFE3
21;17/08/2011;0,7770;DIVIDENDO;-							  ;1;CPFE3
22;04/04/2011;1,0102;DIVIDENDO;-							  ;1;CPFE3
23;18/08/2010;1,6096;DIVIDENDO;-							  ;1;CPFE3
24;08/03/2010;1,3649;DIVIDENDO;-							  ;1;CPFE3
25;17/08/2009;1,1912;DIVIDENDO;-							  ;1;CPFE3
26;02/03/2009;1,2630;DIVIDENDO;-							  ;1;CPFE3
27;19/08/2008;1,2535;DIVIDENDO;-							  ;1;CPFE3
28;06/03/2008;1,4980;DIVIDENDO;-							  ;1;CPFE3
29;14/08/2007;1,7558;DIVIDENDO;-							  ;1;CPFE3
30;27/03/2007;1,5047;DIVIDENDO;-							  ;1;CPFE3
31;16/08/2006;1,2756;DIVIDENDO;-							  ;1;CPFE3
32;04/04/2006;0,8112;DIVIDENDO;-							  ;1;CPFE3
33;04/01/2006;0,2278;JRS CAP PRÓPRIO;-							  ;1;CPFE3
34;22/08/2005;0,7087;DIVIDENDO;-							  ;1;CPFE3
35;30/06/2005;0,1684;JRS CAP PRÓPRIO;-							  ;1;CPFE3
36;29/04/2005;0,3103;DIVIDENDO;-							  ;1;CPFE3
37;;;;;;CPFE3
38;2025;2,794;;;;CPFE3
39;2024;2,754;;;;CPFE3
40;2023;2,886;;;;CPFE3
41;2022;3,242;;;;CPFE3
42;2021;3,701;;;;CPFE3
43;2020;1,801;;;;CPFE3
44;2019;0,480;;;;CPFE3
45;2018;0,275;;;;CPFE3
46;2017;0,218;;;;CPFE3
47;2016;0,207;;;;CPFE3
48;2014;1,029;;;;CPFE3
49;2013;0,851;;;;CPFE3
50;2012;1,454;;;;CPFE3
51;2011;1,787;;;;CPFE3
52;2010;2,974;;;;CPFE3
