;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;28/03/2024;0,2994;JRS CAP PROPRIO;- ;1;PSSA3
1;28/03/2024;0,0938;DIVIDENDO;- ;1;PSSA3
2;27/12/2023;0,5302;JRS CAP PROPRIO;10/04/2024 ;1;PSSA3
3;28/09/2023;0,2917;JRS CAP PROPRIO;- ;1;PSSA3
4;29/06/2023;0,5894;JRS CAP PROPRIO;10/04/2024 ;1;PSSA3
5;31/10/2022;0,0878;JRS CAP PROPRIO;31/12/2023 ;1;PSSA3
6;30/08/2022;0,6233;JRS CAP PROPRIO;11/04/2023 ;1;PSSA3
7;31/03/2022;0,4103;DIVIDENDO;30/11/2022 ;1;PSSA3
8;31/03/2022;0,0372;DIVIDENDO;30/11/2022 ;1;PSSA3
9;29/10/2021;0,2773;JRS CAP PROPRIO;11/04/2022 ;1;PSSA3
10;29/07/2021;0,6915;JRS CAP PROPRIO;11/04/2022 ;1;PSSA3
11;31/03/2021;0,9234;DIVIDENDO;30/10/2021 ;1;PSSA3
12;31/03/2021;0,4622;DIVIDENDO;12/04/2021 ;1;PSSA3
13;31/03/2021;0,2576;DIVIDENDO;12/04/2021 ;1;PSSA3
14;30/10/2020;0,5596;JRS CAP PROPRIO;12/04/2021 ;1;PSSA3
15;29/06/2020;0,5968;JRS CAP PROPRIO;12/04/2021 ;1;PSSA3
16;31/03/2020;0,9849;DIVIDENDO;- ;1;PSSA3
17;29/10/2019;0,6371;JRS CAP PROPRIO;- ;1;PSSA3
18;25/06/2019;0,7146;JRS CAP PROPRIO;- ;1;PSSA3
19;29/03/2019;0,7693;DIVIDENDO;10/04/2019 ;1;PSSA3
20;26/11/2018;0,9280;DIVIDENDO;05/12/2018 ;1;PSSA3
21;06/11/2018;0,7701;JRS CAP PROPRIO;- ;1;PSSA3
22;27/06/2018;0,7075;JRS CAP PROPRIO;- ;1;PSSA3
23;28/05/2018;1,5466;DIVIDENDO;07/06/2018 ;1;PSSA3
24;29/03/2018;0,0851;DIVIDENDO;11/04/2018 ;1;PSSA3
25;30/10/2017;0,7491;JRS CAP PROPRIO;- ;1;PSSA3
26;30/06/2017;0,7535;JRS CAP PROPRIO;- ;1;PSSA3
27;20/12/2016;0,1001;JRS CAP PROPRIO;- ;1;PSSA3
28;27/10/2016;1,0864;JRS CAP PROPRIO;- ;1;PSSA3
29;29/03/2016;0,1416;DIVIDENDO;- ;1;PSSA3
30;11/12/2015;0,3172;JUROS;- ;1;PSSA3
31;28/10/2015;0,7902;JUROS;- ;1;PSSA3
32;27/03/2015;0,6362;Dividendo;- ;1;PSSA3
33;22/12/2014;0,2103;JRS CAP PROPRIO;- ;1;PSSA3
34;29/10/2014;0,6199;JRS CAP PROPRIO;- ;1;PSSA3
35;28/03/2014;1,5740;DIVIDENDO;- ;1;PSSA3
36;28/03/2014;0,3996;DIVIDENDO;- ;1;PSSA3
37;23/12/2013;0,1896;JRS CAP PRÓPRIO;- ;1;PSSA3
38;28/10/2013;0,5515;JRS CAP PRÓPRIO;- ;1;PSSA3
39;28/03/2013;0,3687;DIVIDENDO;- ;1;PSSA3
40;26/12/2012;0,1961;JRS CAP PRÓPRIO;- ;1;PSSA3
41;30/10/2012;0,6007;JRS CAP PRÓPRIO;- ;1;PSSA3
42;29/03/2012;0,1827;DIVIDENDO;- ;1;PSSA3
43;28/12/2011;0,2002;JRS CAP PRÓPRIO;- ;1;PSSA3
44;28/10/2011;0,5850;JRS CAP PRÓPRIO;- ;1;PSSA3
45;30/03/2011;0,2658;DIVIDENDO;- ;1;PSSA3
46;30/12/2010;0,1947;JRS CAP PRÓPRIO;- ;1;PSSA3
47;29/10/2010;0,3455;JRS CAP PRÓPRIO;- ;1;PSSA3
48;30/12/2009;0,0697;JRS CAP PRÓPRIO;- ;1;PSSA3
49;30/10/2009;0,4056;JRS CAP PRÓPRIO;- ;1;PSSA3
50;30/12/2008;0,4475;JRS CAP PRÓPRIO;- ;1;PSSA3
51;28/12/2007;1,1458;JRS CAP PRÓPRIO;- ;1;PSSA3
52;28/12/2007;0,7000;DIVIDENDO;- ;1;PSSA3
53;28/12/2006;0,9000;DIVIDENDO;- ;1;PSSA3
54;28/12/2006;0,2497;JRS CAP PRÓPRIO;- ;1;PSSA3
55;30/10/2006;0,8503;JRS CAP PRÓPRIO;- ;1;PSSA3
56;29/12/2005;0,2017;JRS CAP PRÓPRIO;- ;1;PSSA3
57;31/10/2005;0,9597;JRS CAP PRÓPRIO;- ;1;PSSA3
58;30/12/2004;0,8100;JRS CAP PRÓPRIO;- ;1;PSSA3
59;;;;;;PSSA3
60;2024;0,393;;;;PSSA3
61;2023;1,411;;;;PSSA3
62;2022;1,159;;;;PSSA3
63;2021;2,612;;;;PSSA3
64;2020;2,141;;;;PSSA3
65;2019;2,121;;;;PSSA3
66;2018;4,037;;;;PSSA3
67;2017;1,503;;;;PSSA3
68;2016;1,328;;;;PSSA3
69;2015;1,744;;;;PSSA3
70;2014;2,804;;;;PSSA3
71;2013;1,110;;;;PSSA3
72;2012;0,980;;;;PSSA3
73;2011;1,051;;;;PSSA3
74;2010;0,540;;;;PSSA3
