;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;16/06/2025;0,0100;DIVIDENDO;10/07/2025							  ;1;DOHL3
1;09/05/2022;0,1200;DIVIDENDO;18/05/2022							  ;1;DOHL3
2;30/09/2021;0,0860;JRS CAP PROPRIO;18/05/2022							  ;1;DOHL3
3;30/06/2021;0,0800;JRS CAP PROPRIO;18/05/2022							  ;1;DOHL3
4;05/05/2021;0,0200;DIVIDENDO;18/05/2021							  ;1;DOHL3
5;03/12/2020;0,2830;JRS CAP PROPRIO;15/04/2021							  ;1;DOHL3
6;29/07/2020;0,1300;DIVIDENDO;14/09/2020							  ;1;DOHL3
7;19/12/2018;0,2000;JRS CAP PROPRIO;29/03/2019							  ;1;DOHL3
8;21/12/2017;0,1800;JRS CAP PROPRIO;-							  ;1;DOHL3
9;17/12/2015;0,0900;JUROS;-							  ;1;DOHL3
10;;;;;;DOHL3
11;2025;0,010;;;;DOHL3
12;2022;0,120;;;;DOHL3
13;2021;0,186;;;;DOHL3
14;2020;0,413;;;;DOHL3
15;2018;0,200;;;;DOHL3
16;2017;0,180;;;;DOHL3
17;2015;0,090;;;;DOHL3
