;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;12/08/2024;1,0000;DIVIDENDO;28/08/2024 ;1;ENGI11
1;28/12/2023;1,0000;DIVIDENDO;12/01/2024 ;1;ENGI11
2;15/08/2023;0,7000;DIVIDENDO;29/08/2023 ;1;ENGI11
3;21/03/2023;0,8000;DIVIDENDO;30/03/2023 ;1;ENGI11
4;23/08/2022;1,1600;DIVIDENDO;01/09/2022 ;1;ENGI11
5;30/12/2021;2,2000;DIVIDENDO;02/03/2022 ;1;ENGI11
6;17/08/2021;0,6500;DIVIDENDO;29/09/2021 ;1;ENGI11
7;19/03/2021;1,1000;DIVIDENDO;30/03/2021 ;1;ENGI11
8;18/08/2020;0,2800;DIVIDENDO;26/08/2020 ;1;ENGI11
9;27/02/2020;0,3200;DIVIDENDO;03/04/2020 ;1;ENGI11
10;13/08/2019;0,2800;DIVIDENDO;23/08/2019 ;1;ENGI11
11;22/03/2019;0,1500;DIVIDENDO;10/04/2019 ;1;ENGI11
12;27/02/2019;0,6500;DIVIDENDO;11/03/2019 ;1;ENGI11
13;14/08/2018;0,2800;DIVIDENDO;04/09/2018 ;1;ENGI11
14;28/02/2018;0,5000;DIVIDENDO;08/03/2018 ;1;ENGI11
15;14/08/2017;0,2800;DIVIDENDO;- ;1;ENGI11
16;22/02/2017;0,2860;DIVIDENDO;- ;1;ENGI11
17;17/08/2016;0,1150;DIVIDENDO;- ;1;ENGI11
18;19/08/2014;0,2800;DIVIDENDO;- ;1;ENGI11
19;27/02/2014;0,4100;DIVIDENDO;- ;1;ENGI11
20;09/08/2013;0,1165;DIVIDENDO;- ;1;ENGI11
21;24/05/2013;0,1635;DIVIDENDO;- ;1;ENGI11
22;30/01/2013;0,5150;DIVIDENDO;- ;1;ENGI11
23;09/08/2012;0,2800;DIVIDENDO;- ;1;ENGI11
24;21/03/2012;0,2000;DIVIDENDO;- ;1;ENGI11
25;19/08/2011;0,2800;DIVIDENDO;- ;1;ENGI11
26;02/03/2011;0,1650;DIVIDENDO;- ;1;ENGI11
27;17/09/2010;0,2800;DIVIDENDO;- ;1;ENGI11
28;11/03/2010;0,1650;DIVIDENDO;- ;1;ENGI11
29;;;;;;ENGI11
30;2024;1,000;;;;ENGI11
31;2023;2,500;;;;ENGI11
32;2022;1,160;;;;ENGI11
33;2021;3,950;;;;ENGI11
34;2020;0,600;;;;ENGI11
35;2019;1,080;;;;ENGI11
36;2018;0,780;;;;ENGI11
37;2017;0,566;;;;ENGI11
38;2016;0,115;;;;ENGI11
39;2014;0,690;;;;ENGI11
40;2013;0,795;;;;ENGI11
41;2012;0,480;;;;ENGI11
42;2011;0,445;;;;ENGI11
43;2010;0,445;;;;ENGI11
