;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;23/12/2025;8,5582;DIVIDENDO;-							  ;1;SOND3
1;30/04/2025;5,7018;DIVIDENDO;-							  ;1;SOND3
2;30/04/2024;4,5849;DIVIDENDO;-							  ;1;SOND3
3;28/04/2023;5,5406;DIVIDENDO;17/05/2023							  ;1;SOND3
4;04/05/2022;0,8868;DIVIDENDO;18/05/2022							  ;1;SOND3
5;29/04/2022;5,1439;DIVIDENDO;18/05/2022							  ;1;SOND3
6;30/04/2021;7,7433;DIVIDENDO;17/05/2021							  ;1;SOND3
7;30/04/2020;0,8374;DIVIDENDO;-							  ;1;SOND3
8;29/04/2019;5,7854;DIVIDENDO;-							  ;1;SOND3
9;30/04/2018;1,1589;DIVIDENDO;29/06/2018							  ;1;SOND3
10;30/04/2015;1,5452;Dividendo;-							  ;1;SOND3
11;29/12/2014;1,1589;JRS CAP PROPRIO;-							  ;1;SOND3
12;29/04/2014;11,5887;DIVIDENDO;-							  ;1;SOND3
13;17/12/2013;1,3520;JRS CAP PRÓPRIO;-							  ;1;SOND3
14;30/04/2013;30,5843;DIVIDENDO;-							  ;1;SOND3
15;28/12/2012;1,3369;JRS CAP PRÓPRIO;-							  ;1;SOND3
16;13/12/2012;0,9089;DIVIDENDO;-							  ;1;SOND3
17;16/12/2011;1,3369;JRS CAP PRÓPRIO;-							  ;1;SOND3
18;15/12/2011;0,6997;DIVIDENDO;-							  ;1;SOND3
19;21/12/2010;1,4089;JRS CAP PRÓPRIO;-							  ;1;SOND3
20;08/11/2010;0,5593;DIVIDENDO;-							  ;1;SOND3
21;12/04/2010;0,7615;JRS CAP PRÓPRIO;-							  ;1;SOND3
22;12/04/2010;0,5110;JRS CAP PRÓPRIO;-							  ;1;SOND3
23;10/07/2009;1,2223;JRS CAP PRÓPRIO;-							  ;1;SOND3
24;31/07/2008;0,3820;DIVIDENDO;-							  ;1;SOND3
25;31/07/2008;0,3119;DIVIDENDO;-							  ;1;SOND3
26;28/01/2008;0,6111;JRS CAP PRÓPRIO;-							  ;1;SOND3
27;05/07/2007;1,1462;DIVIDENDO;-							  ;1;SOND3
28;09/03/2007;0,2827;JRS CAP PRÓPRIO;-							  ;1000;SOND3
29;23/02/2006;0,0955;JRS CAP PRÓPRIO;-							  ;1000;SOND3
30;23/02/2006;0,0191;JRS CAP PRÓPRIO;-							  ;1000;SOND3
31;28/04/2005;0,0421;DIVIDENDO;-							  ;1000;SOND3
32;28/04/2005;0,0245;DIVIDENDO;-							  ;1000;SOND3
33;28/04/2005;0,0245;DIVIDENDO;-							  ;1000;SOND3
34;30/04/2004;0,0632;DIVIDENDO;-							  ;1000;SOND3
35;30/04/2004;0,0316;DIVIDENDO;-							  ;1000;SOND3
36;30/04/2004;0,0129;DIVIDENDO;-							  ;1000;SOND3
37;30/04/2004;0,0065;DIVIDENDO;-							  ;1000;SOND3
38;30/04/2003;0,0330;DIVIDENDO;-							  ;1000;SOND3
39;30/04/2003;0,0330;DIVIDENDO;-							  ;1000;SOND3
40;30/04/2003;0,0330;DIVIDENDO;-							  ;1000;SOND3
41;30/04/2002;0,0452;DIVIDENDO;-							  ;1000;SOND3
42;30/04/2001;0,0947;DIVIDENDO;-							  ;1000;SOND3
43;27/04/2000;0,0947;DIVIDENDO;-							  ;1000;SOND3
44;30/04/1999;0,0316;DIVIDENDO;-							  ;1000;SOND3
45;30/04/1998;0,0334;DIVIDENDO;-							  ;1000;SOND3
46;30/04/1998;0,0333;DIVIDENDO;-							  ;1000;SOND3
47;29/04/1997;0,1678;DIVIDENDO;-							  ;1000;SOND3
48;03/05/1996;0,0600;DIVIDENDO;-							  ;1000;SOND3
49;;;;;;SOND3
50;2025;14,260;;;;SOND3
51;2024;4,585;;;;SOND3
52;2023;5,541;;;;SOND3
53;2022;6,031;;;;SOND3
54;2021;7,743;;;;SOND3
55;2020;0,837;;;;SOND3
56;2019;5,785;;;;SOND3
57;2018;1,159;;;;SOND3
58;2015;1,545;;;;SOND3
59;2014;12,748;;;;SOND3
60;2013;31,936;;;;SOND3
61;2012;2,246;;;;SOND3
62;2011;2,037;;;;SOND3
63;2010;3,241;;;;SOND3
