;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;27/02/2025;0,0726;JRS CAP PROPRIO;20/05/2025							  ;1;ALPA3
1;27/02/2025;0,0242;DIVIDENDO;20/05/2025							  ;1;ALPA3
2;30/12/2021;0,1483;JRS CAP PROPRIO;21/12/2022							  ;1;ALPA3
3;03/11/2021;0,0215;JRS CAP PROPRIO;19/11/2021							  ;1;ALPA3
4;03/11/2021;0,2258;DIVIDENDO;19/11/2021							  ;1;ALPA3
5;14/02/2020;0,0502;DIVIDENDO;10/03/2020							  ;1;ALPA3
6;17/08/2018;0,0775;JRS CAP PROPRIO;18/09/2018							  ;1;ALPA3
7;18/05/2018;0,0728;JRS CAP PROPRIO;04/07/2018							  ;1;ALPA3
8;02/03/2018;0,0777;JRS CAP PROPRIO;18/04/2018							  ;1;ALPA3
9;21/02/2018;0,2008;DIVIDENDO;18/04/2018							  ;1;ALPA3
10;17/11/2017;0,0787;JRS CAP PROPRIO;-							  ;1;ALPA3
11;11/08/2017;0,0773;JRS CAP PROPRIO;-							  ;1;ALPA3
12;12/05/2017;0,0750;JRS CAP PROPRIO;-							  ;1;ALPA3
13;17/03/2017;0,0787;JRS CAP PROPRIO;-							  ;1;ALPA3
14;11/11/2016;0,1274;JRS CAP PROPRIO;-							  ;1;ALPA3
15;12/08/2016;0,0657;JRS CAP PROPRIO;-							  ;1;ALPA3
16;13/05/2016;0,0363;JUROS;-							  ;1;ALPA3
17;11/03/2016;0,0439;JUROS;-							  ;1;ALPA3
18;07/12/2015;0,1885;DIVIDENDO;-							  ;1;ALPA3
19;19/11/2015;0,0621;JUROS;-							  ;1;ALPA3
20;30/09/2015;0,1554;DIVIDENDO;-							  ;1;ALPA3
21;04/09/2015;0,0632;JUROS;-							  ;1;ALPA3
22;15/05/2015;0,0570;Juros;-							  ;1;ALPA3
23;13/03/2015;0,3048;Dividendo;-							  ;1;ALPA3
24;13/03/2015;0,0557;Juros;-							  ;1;ALPA3
25;14/11/2014;0,0288;JRS CAP PROPRIO;-							  ;1;ALPA3
26;15/08/2014;0,0496;JRS CAP PROPRIO;-							  ;1;ALPA3
27;16/05/2014;0,0484;JRS CAP PROPRIO;-							  ;1;ALPA3
28;21/03/2014;0,0740;DIVIDENDO;-							  ;1;ALPA3
29;21/03/2014;0,0518;JRS CAP PROPRIO;-							  ;1;ALPA3
30;14/11/2013;0,0494;JRS CAP PRÓPRIO;-							  ;1;ALPA3
31;16/08/2013;0,0489;JRS CAP PRÓPRIO;-							  ;1;ALPA3
32;17/05/2013;0,0451;JRS CAP PRÓPRIO;-							  ;1;ALPA3
33;22/03/2013;0,0630;DIVIDENDO;-							  ;1;ALPA3
34;22/03/2013;0,0543;JRS CAP PRÓPRIO;-							  ;1;ALPA3
35;16/11/2012;0,0523;JRS CAP PRÓPRIO;-							  ;1;ALPA3
36;10/08/2012;0,0513;JRS CAP PRÓPRIO;-							  ;1;ALPA3
37;11/05/2012;0,0543;JRS CAP PRÓPRIO;-							  ;1;ALPA3
38;19/03/2012;0,0592;JRS CAP PRÓPRIO;-							  ;1;ALPA3
39;18/11/2011;0,0507;JRS CAP PRÓPRIO;-							  ;1;ALPA3
40;19/08/2011;0,0564;JRS CAP PRÓPRIO;-							  ;1;ALPA3
41;20/05/2011;0,0548;JRS CAP PRÓPRIO;-							  ;1;ALPA3
42;25/03/2011;0,0662;DIVIDENDO;-							  ;1;ALPA3
43;25/03/2011;0,0534;JRS CAP PRÓPRIO;-							  ;1;ALPA3
44;19/11/2010;0,0449;JRS CAP PRÓPRIO;-							  ;1;ALPA3
45;20/08/2010;0,0411;JRS CAP PRÓPRIO;-							  ;1;ALPA3
46;21/05/2010;0,0548;JRS CAP PRÓPRIO;-							  ;1;ALPA3
