;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;04/08/2023;0,4014;JRS CAP PROPRIO;15/08/2023 ;1;BPAC11
1;04/01/2023;0,1477;JRS CAP PROPRIO;15/02/2023 ;1;BPAC11
2;16/12/2022;0,1961;JRS CAP PROPRIO;15/02/2023 ;1;BPAC11
3;04/08/2022;0,3132;JRS CAP PROPRIO;15/08/2022 ;1;BPAC11
4;05/01/2022;0,1473;JRS CAP PROPRIO;15/02/2022 ;1;BPAC11
5;20/12/2021;0,0678;JRS CAP PROPRIO;06/01/2022 ;1;BPAC11
6;05/08/2021;0,1699;JRS CAP PROPRIO;12/08/2021 ;1;BPAC11
7;06/01/2021;0,6226;JRS CAP PROPRIO;05/02/2021 ;1;BPAC11
8;22/07/2020;0,5894;JRS CAP PROPRIO;05/02/2021 ;1;BPAC11
9;06/01/2020;0,6204;JRS CAP PROPRIO;31/03/2020 ;1;BPAC11
10;08/08/2019;0,7150;JRS CAP PROPRIO;15/08/2019 ;1;BPAC11
11;07/01/2019;0,6927;JRS CAP PROPRIO;31/03/2019 ;1;BPAC11
12;13/08/2018;0,6735;JRS CAP PROPRIO;22/08/2018 ;1;BPAC11
13;04/01/2018;0,6853;JRS CAP PROPRIO;07/03/2018 ;1;BPAC11
14;;;;;;BPAC11
15;2023;0,549;;;;BPAC11
16;2022;0,657;;;;BPAC11
17;2021;0,860;;;;BPAC11
18;2020;1,210;;;;BPAC11
19;2019;1,408;;;;BPAC11
20;2018;1,359;;;;BPAC11
