;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;08/08/2025;0,6040;JRS CAP PROPRIO;15/08/2025							  ;1;BPAC11
1;03/01/2025;0,1484;JRS CAP PROPRIO;14/02/2025							  ;1;BPAC11
2;19/12/2024;0,3033;JRS CAP PROPRIO;14/02/2025							  ;1;BPAC11
3;03/07/2024;0,4067;JRS CAP PROPRIO;15/08/2024							  ;1;BPAC11
4;03/01/2024;0,1482;JRS CAP PROPRIO;15/02/2024							  ;1;BPAC11
5;04/12/2023;0,2309;JRS CAP PROPRIO;15/02/2024							  ;1;BPAC11
6;04/08/2023;0,4014;JRS CAP PROPRIO;15/08/2023							  ;1;BPAC11
7;04/01/2023;0,1477;JRS CAP PROPRIO;15/02/2023							  ;1;BPAC11
8;16/12/2022;0,1961;JRS CAP PROPRIO;15/02/2023							  ;1;BPAC11
9;04/08/2022;0,3132;JRS CAP PROPRIO;15/08/2022							  ;1;BPAC11
10;05/01/2022;0,1473;JRS CAP PROPRIO;15/02/2022							  ;1;BPAC11
11;20/12/2021;0,0678;JRS CAP PROPRIO;06/01/2022							  ;1;BPAC11
12;05/08/2021;0,1699;JRS CAP PROPRIO;12/08/2021							  ;1;BPAC11
13;06/01/2021;0,6226;JRS CAP PROPRIO;05/02/2021							  ;1;BPAC11
14;22/07/2020;0,5894;JRS CAP PROPRIO;05/02/2021							  ;1;BPAC11
15;06/01/2020;0,6204;JRS CAP PROPRIO;31/03/2020							  ;1;BPAC11
16;08/08/2019;0,7150;JRS CAP PROPRIO;15/08/2019							  ;1;BPAC11
17;07/01/2019;0,6927;JRS CAP PROPRIO;31/03/2019							  ;1;BPAC11
18;13/08/2018;0,6735;JRS CAP PROPRIO;22/08/2018							  ;1;BPAC11
19;04/01/2018;0,6853;JRS CAP PROPRIO;07/03/2018							  ;1;BPAC11
20;;;;;;BPAC11
21;2025;0,752;;;;BPAC11
22;2024;0,858;;;;BPAC11
23;2023;0,780;;;;BPAC11
24;2022;0,657;;;;BPAC11
25;2021;0,860;;;;BPAC11
26;2020;1,210;;;;BPAC11
27;2019;1,408;;;;BPAC11
28;2018;1,359;;;;BPAC11
