;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;23/04/2025;0,1011;DIVIDENDO;30/05/2025							  ;1;HBOR3
1;30/04/2024;0,0910;DIVIDENDO;31/05/2024							  ;1;HBOR3
2;28/04/2023;0,0906;DIVIDENDO;31/05/2023							  ;1;HBOR3
3;29/04/2022;0,1807;DIVIDENDO;31/05/2022							  ;1;HBOR3
4;30/04/2021;0,0475;DIVIDENDO;31/05/2021							  ;1;HBOR3
5;29/04/2016;0,0649;DIVIDENDO;-							  ;1;HBOR3
6;29/04/2015;0,3962;Dividendo;-							  ;1;HBOR3
7;23/04/2014;0,5045;DIVIDENDO;-							  ;1;HBOR3
8;19/04/2013;0,5216;DIVIDENDO;-							  ;1;HBOR3
9;16/04/2012;1,0897;DIVIDENDO;-							  ;1;HBOR3
10;15/04/2011;0,7971;DIVIDENDO;-							  ;1;HBOR3
11;26/04/2010;0,3444;DIVIDENDO;-							  ;1;HBOR3
12;22/04/2009;0,2185;DIVIDENDO;-							  ;1;HBOR3
13;15/02/2008;0,0300;DIVIDENDO;-							  ;1;HBOR3
14;;;;;;HBOR3
15;2025;0,101;;;;HBOR3
16;2024;0,091;;;;HBOR3
17;2023;0,091;;;;HBOR3
18;2022;0,181;;;;HBOR3
19;2021;0,047;;;;HBOR3
20;2016;0,065;;;;HBOR3
21;2015;0,396;;;;HBOR3
22;2014;0,505;;;;HBOR3
23;2013;0,522;;;;HBOR3
24;2012;1,090;;;;HBOR3
25;2011;0,797;;;;HBOR3
26;2010;0,344;;;;HBOR3
