;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;22/12/2025;0,1756;JRS CAP PROPRIO;30/06/2026							  ;1;TIMS3
1;19/12/2025;0,7483;DIVIDENDO;30/12/2025							  ;1;TIMS3
2;26/09/2025;0,1994;JRS CAP PROPRIO;21/01/2026							  ;1;TIMS3
3;25/07/2025;0,1323;JRS CAP PROPRIO;21/10/2025							  ;1;TIMS3
4;21/05/2025;0,1241;JRS CAP PROPRIO;23/07/2025							  ;1;TIMS3
5;03/04/2025;0,2827;DIVIDENDO;23/10/2025							  ;1;TIMS3
6;03/04/2025;0,2823;DIVIDENDO;23/07/2025							  ;1;TIMS3
7;03/04/2025;0,2823;DIVIDENDO;22/04/2025							  ;1;TIMS3
8;31/03/2025;0,2025;JRS CAP PROPRIO;-							  ;1;TIMS3
9;17/02/2025;0,0826;JRS CAP PROPRIO;22/04/2025							  ;1;TIMS3
10;23/12/2024;0,2685;JRS CAP PROPRIO;23/01/2025							  ;1;TIMS3
11;23/09/2024;0,1239;JRS CAP PROPRIO;23/10/2024							  ;1;TIMS3
12;21/06/2024;0,1241;JRS CAP PROPRIO;23/07/2024							  ;1;TIMS3
13;09/04/2024;0,1804;DIVIDENDO;-							  ;1;TIMS3
14;09/04/2024;0,1804;DIVIDENDO;-							  ;1;TIMS3
15;22/03/2024;0,0826;JRS CAP PROPRIO;22/04/2024							  ;1;TIMS3
16;21/12/2023;0,2706;JRS CAP PROPRIO;23/01/2024							  ;1;TIMS3
17;21/09/2023;0,1756;JRS CAP PROPRIO;23/10/2023							  ;1;TIMS3
18;22/06/2023;0,1198;JRS CAP PROPRIO;12/07/2023							  ;1;TIMS3
19;25/04/2023;0,0950;JRS CAP PROPRIO;09/05/2023							  ;1;TIMS3
20;10/04/2023;0,2479;DIVIDENDO;18/04/2023							  ;1;TIMS3
21;21/12/2022;0,1880;JRS CAP PROPRIO;24/01/2023							  ;1;TIMS3
22;21/09/2022;0,1012;JRS CAP PROPRIO;31/01/2023							  ;1;TIMS3
23;21/09/2022;0,0971;JRS CAP PROPRIO;31/10/2022							  ;1;TIMS3
24;23/06/2022;0,1116;JRS CAP PROPRIO;20/07/2022							  ;1;TIMS3
25;28/03/2022;0,0806;JRS CAP PROPRIO;27/04/2022							  ;1;TIMS3
26;20/12/2021;0,2314;JRS CAP PROPRIO;25/01/2022							  ;1;TIMS3
27;29/09/2021;0,0568;JRS CAP PROPRIO;27/10/2021							  ;1;TIMS3
28;21/06/2021;0,1447;JRS CAP PROPRIO;20/07/2021							  ;1;TIMS3
29;18/12/2020;0,2409;JRS CAP PROPRIO;22/01/2021							  ;1;TIMS3
30;19/10/2020;0,2065;JRS CAP PROPRIO;10/11/2020							  ;1;TIMS3
31;;;;;;TIMS3
32;2025;2,512;;;;TIMS3
33;2024;0,960;;;;TIMS3
34;2023;0,909;;;;TIMS3
35;2022;0,578;;;;TIMS3
36;2021;0,433;;;;TIMS3
37;2020;0,447;;;;TIMS3
