;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;12/01/2024;0,0011;JRS CAP PROPRIO;31/12/2024 ;1;EQPA7
1;28/04/2023;0,1251;DIVIDENDO;31/12/2023 ;1;EQPA7
2;28/04/2023;0,0225;DIVIDENDO;31/12/2023 ;1;EQPA7
3;28/11/2022;0,3560;DIVIDENDO;09/12/2022 ;1;EQPA7
4;23/11/2022;0,3973;DIVIDENDO;01/12/2022 ;1;EQPA7
5;28/04/2022;0,1300;DIVIDENDO;23/06/2022 ;1;EQPA7
6;25/11/2021;0,1600;DIVIDENDO;14/12/2021 ;1;EQPA7
7;24/08/2021;0,1500;DIVIDENDO;30/09/2021 ;1;EQPA7
8;29/04/2021;0,1000;DIVIDENDO;14/05/2021 ;1;EQPA7
9;15/12/2020;0,0300;DIVIDENDO;23/12/2020 ;1;EQPA7
10;15/12/2020;0,1700;DIVIDENDO;23/12/2020 ;1;EQPA7
11;29/05/2020;0,0800;DIVIDENDO;24/06/2020 ;1;EQPA7
12;11/11/2019;0,0700;DIVIDENDO;- ;1;EQPA7
13;29/04/2019;0,0100;DIVIDENDO;- ;1;EQPA7
14;25/03/2019;0,0300;DIVIDENDO;03/04/2019 ;1;EQPA7
15;25/04/2018;0,0600;DIVIDENDO;- ;1;EQPA7
16;25/04/2017;0,0400;DIVIDENDO;- ;1;EQPA7
17;14/04/2016;0,0500;DIVIDENDO;- ;1;EQPA7
18;29/04/2010;0,2941;DIVIDENDO;- ;1;EQPA7
19;30/04/2009;0,2438;DIVIDENDO;- ;1;EQPA7
20;07/04/2008;0,7770;DIVIDENDO;- ;1;EQPA7
21;21/12/2007;3,8494;DIVIDENDO;- ;1;EQPA7
22;21/12/2007;0,3826;JRS CAP PRÓPRIO;- ;1;EQPA7
23;31/08/2007;0,2438;JRS CAP PRÓPRIO;- ;1;EQPA7
24;26/04/2007;0,2349;JRS CAP PRÓPRIO;- ;1000;EQPA7
25;26/04/2007;0,0955;DIVIDENDO;- ;1000;EQPA7
26;19/04/2006;0,2320;JRS CAP PRÓPRIO;- ;1000;EQPA7
27;19/04/2006;0,0467;DIVIDENDO;- ;1000;EQPA7
28;29/04/2004;0,0941;DIVIDENDO;- ;1000;EQPA7
29;23/03/2004;0,1761;JRS CAP PRÓPRIO;- ;1000;EQPA7
30;30/04/2003;0,2438;DIVIDENDO;- ;1000;EQPA7
31;29/05/2002;0,2440;DIVIDENDO;- ;1000;EQPA7
32;30/04/2001;0,2400;DIVIDENDO;- ;1000;EQPA7
33;11/04/2000;0,2438;DIVIDENDO;- ;1000;EQPA7
34;;;;;;EQPA7
35;2024;0,001;;;;EQPA7
36;2023;0,148;;;;EQPA7
37;2022;0,883;;;;EQPA7
38;2021;0,410;;;;EQPA7
39;2020;0,280;;;;EQPA7
40;2019;0,110;;;;EQPA7
41;2018;0,060;;;;EQPA7
42;2017;0,040;;;;EQPA7
43;2016;0,050;;;;EQPA7
44;2010;0,294;;;;EQPA7
