;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;29/02/2024;0,2300;JRS CAP PROPRIO;12/03/2024 ;1;POMO3
1;21/12/2023;0,1000;JRS CAP PROPRIO;03/01/2024 ;1;POMO3
2;05/10/2023;0,0700;JRS CAP PROPRIO;19/10/2023 ;1;POMO3
3;11/07/2023;0,0700;JRS CAP PROPRIO;20/07/2023 ;1;POMO3
4;06/03/2023;0,0920;DIVIDENDO;04/04/2023 ;1;POMO3
5;26/12/2022;0,1420;JRS CAP PROPRIO;04/04/2023 ;1;POMO3
6;28/12/2021;0,0370;JRS CAP PROPRIO;04/04/2022 ;1;POMO3
7;05/07/2021;0,0700;JRS CAP PROPRIO;04/04/2022 ;1;POMO3
8;22/12/2020;0,0200;JRS CAP PROPRIO;31/03/2021 ;1;POMO3
9;23/03/2020;0,0250;JRS CAP PROPRIO;03/07/2020 ;1;POMO3
10;27/02/2020;0,0480;DIVIDENDO;03/04/2020 ;1;POMO3
11;23/09/2019;0,0300;JRS CAP PROPRIO;03/01/2020 ;1;POMO3
12;25/06/2019;0,0300;JRS CAP PROPRIO;04/10/2019 ;1;POMO3
13;14/12/2018;0,0900;JRS CAP PROPRIO;01/02/2019 ;1;POMO3
14;26/02/2018;0,0210;DIVIDENDO;29/03/2018 ;1;POMO3
15;27/12/2017;0,0185;JRS CAP PROPRIO;- ;1;POMO3
16;10/11/2016;0,1310;JRS CAP PROPRIO;- ;1;POMO3
17;22/06/2015;0,0243;JUROS;- ;1;POMO3
18;23/03/2015;0,0243;Juros;- ;1;POMO3
19;23/02/2015;0,0339;Dividendo;- ;1;POMO3
20;22/12/2014;0,0236;JRS CAP PROPRIO;- ;1;POMO3
21;22/09/2014;0,0175;JRS CAP PROPRIO;- ;1;POMO3
22;23/06/2014;0,0175;JRS CAP PROPRIO;- ;1;POMO3
23;21/03/2014;0,0175;JRS CAP PROPRIO;- ;1;POMO3
24;21/02/2014;0,0750;DIVIDENDO;- ;1;POMO3
25;23/12/2013;0,0175;JRS CAP PRÓPRIO;- ;1;POMO3
26;23/09/2013;0,0175;JRS CAP PRÓPRIO;- ;1;POMO3
27;21/06/2013;0,0350;JRS CAP PRÓPRIO;- ;1;POMO3
28;21/03/2013;0,0350;JRS CAP PRÓPRIO;- ;1;POMO3
29;19/12/2012;0,1790;DIVIDENDO;- ;1;POMO3
30;19/12/2012;0,0360;JRS CAP PRÓPRIO;- ;1;POMO3
31;21/09/2012;0,0350;JRS CAP PRÓPRIO;- ;1;POMO3
32;21/06/2012;0,0350;JRS CAP PRÓPRIO;- ;1;POMO3
33;21/03/2012;0,0350;JRS CAP PRÓPRIO;- ;1;POMO3
34;09/12/2011;0,2500;DIVIDENDO;- ;1;POMO3
35;09/12/2011;0,0350;JRS CAP PRÓPRIO;- ;1;POMO3
36;21/09/2011;0,0290;JRS CAP PRÓPRIO;- ;1;POMO3
37;21/06/2011;0,0290;JRS CAP PRÓPRIO;- ;1;POMO3
38;21/03/2011;0,0290;JRS CAP PRÓPRIO;- ;1;POMO3
39;09/12/2010;0,2344;DIVIDENDO;- ;1;POMO3
40;09/12/2010;0,0260;JRS CAP PRÓPRIO;- ;1;POMO3
41;21/09/2010;0,0250;JRS CAP PRÓPRIO;- ;1;POMO3
42;21/06/2010;0,0500;JRS CAP PRÓPRIO;- ;1;POMO3
43;22/03/2010;0,0500;JRS CAP PRÓPRIO;- ;1;POMO3
44;11/12/2009;0,1330;DIVIDENDO;- ;1;POMO3
45;11/12/2009;0,0680;JRS CAP PRÓPRIO;- ;1;POMO3
46;11/12/2009;0,0600;JRS CAP PRÓPRIO;- ;1;POMO3
47;01/09/2009;0,0600;JRS CAP PRÓPRIO;- ;1;POMO3
48;12/12/2008;0,1672;JRS CAP PRÓPRIO;- ;1;POMO3
49;12/12/2008;0,0665;DIVIDENDO;- ;1;POMO3
50;14/12/2007;0,1810;DIVIDENDO;- ;1;POMO3
51;14/12/2007;0,1543;JRS CAP PRÓPRIO;- ;1;POMO3
52;15/12/2006;0,1654;JRS CAP PRÓPRIO;- ;1;POMO3
53;15/12/2006;0,0600;DIVIDENDO;- ;1;POMO3
54;16/12/2005;0,3800;JRS CAP PRÓPRIO;- ;1;POMO3
55;17/12/2004;0,3400;JRS CAP PRÓPRIO;- ;1;POMO3
56;19/12/2003;0,2760;JRS CAP PRÓPRIO;- ;1;POMO3
57;31/03/2003;0,0800;JRS CAP PRÓPRIO;- ;1;POMO3
58;20/12/2002;0,1900;JRS CAP PRÓPRIO;- ;1;POMO3
59;02/01/2002;0,2370;JRS CAP PRÓPRIO;- ;1;POMO3
60;21/12/2000;0,0869;JRS CAP PRÓPRIO;- ;1;POMO3
61;27/12/1999;0,0450;JRS CAP PRÓPRIO;- ;1;POMO3
62;30/11/1998;0,1200;JRS CAP PRÓPRIO;- ;1;POMO3
63;26/10/1998;0,0500;JRS CAP PRÓPRIO;- ;1;POMO3
64;28/07/1998;0,0800;JRS CAP PRÓPRIO;- ;1;POMO3
65;11/12/1997;8,0000;JRS CAP PRÓPRIO;- ;1000;POMO3
66;27/10/1997;12,5000;JRS CAP PRÓPRIO;- ;1000;POMO3
67;05/02/1997;7,0000;DIVIDENDO;- ;1000;POMO3
68;05/02/1997;1,5000;DIVIDENDO;- ;1000;POMO3
69;;;;;;POMO3
70;2024;0,230;;;;POMO3
71;2023;0,332;;;;POMO3
72;2022;0,142;;;;POMO3
