;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;27/06/2025;0,0055;DIVIDENDO;17/12/2025							  ;1;QUAL3
1;12/05/2023;0,0791;DIVIDENDO;12/12/2023							  ;1;QUAL3
2;05/05/2022;0,2554;DIVIDENDO;12/12/2022							  ;1;QUAL3
3;13/07/2021;0,0622;JRS CAP PROPRIO;28/07/2021							  ;1;QUAL3
4;07/05/2021;1,3046;DIVIDENDO;28/12/2021							  ;1;QUAL3
5;07/05/2021;0,7045;DIVIDENDO;31/05/2021							  ;1;QUAL3
6;30/12/2020;0,1197;JRS CAP PROPRIO;13/01/2021							  ;1;QUAL3
7;13/10/2020;0,1693;JRS CAP PROPRIO;26/10/2020							  ;1;QUAL3
8;30/04/2020;0,0042;DIVIDENDO;31/12/2020							  ;1;QUAL3
9;18/10/2019;3,4913;REST CAP DIN;05/11/2019							  ;1;QUAL3
10;24/07/2019;0,6473;DIVIDENDO;02/08/2019							  ;1;QUAL3
11;29/04/2019;0,6593;DIVIDENDO;10/05/2019							  ;1;QUAL3
12;06/06/2018;0,3630;DIVIDENDO;19/06/2018							  ;1;QUAL3
13;27/04/2018;0,3608;DIVIDENDO;10/05/2018							  ;1;QUAL3
14;21/12/2017;0,5254;DIVIDENDO;-							  ;1;QUAL3
15;08/09/2017;0,3508;DIVIDENDO;-							  ;1;QUAL3
16;28/04/2017;0,4924;DIVIDENDO;-							  ;1;QUAL3
17;11/11/2016;0,8971;DIVIDENDO;-							  ;1;QUAL3
18;29/04/2016;0,7960;DIVIDENDO;-							  ;1;QUAL3
19;19/10/2015;1,4690;RESTITUIÃ§Ã£O DE CAPITAL;-							  ;1;QUAL3
20;19/10/2015;1,4690;REST CAP DIN;-							  ;1;QUAL3
21;30/04/2015;0,4254;Dividendo;-							  ;1;QUAL3
22;;;;;;QUAL3
23;2025;0,006;;;;QUAL3
24;2023;0,079;;;;QUAL3
25;2022;0,255;;;;QUAL3
26;2021;2,071;;;;QUAL3
27;2020;0,293;;;;QUAL3
28;2019;4,798;;;;QUAL3
29;2018;0,724;;;;QUAL3
30;2017;1,369;;;;QUAL3
31;2016;1,693;;;;QUAL3
32;2015;3,363;;;;QUAL3
