;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;18/12/2025;0,5628;DIVIDENDO;31/12/2028							  ;1;BLAU3
1;04/12/2025;0,1126;JRS CAP PROPRIO;16/12/2025							  ;1;BLAU3
2;23/09/2025;0,0957;JRS CAP PROPRIO;03/10/2025							  ;1;BLAU3
3;21/03/2025;0,1477;JRS CAP PROPRIO;31/12/2025							  ;1;BLAU3
4;21/03/2025;0,1055;JRS CAP PROPRIO;01/04/2025							  ;1;BLAU3
5;26/09/2024;0,0844;JRS CAP PROPRIO;20/12/2024							  ;1;BLAU3
6;26/06/2024;0,1407;JRS CAP PROPRIO;10/07/2024							  ;1;BLAU3
7;29/04/2024;0,0140;DIVIDENDO;25/10/2024							  ;1;BLAU3
8;22/03/2024;0,1252;JRS CAP PROPRIO;10/04/2024							  ;1;BLAU3
9;27/06/2023;0,1175;JRS CAP PROPRIO;28/12/2023							  ;1;BLAU3
10;27/06/2023;0,0694;JRS CAP PROPRIO;14/07/2023							  ;1;BLAU3
11;19/04/2023;0,0524;DIVIDENDO;22/12/2023							  ;1;BLAU3
12;24/03/2023;0,1830;JRS CAP PROPRIO;17/04/2023							  ;1;BLAU3
13;21/12/2022;0,1765;JRS CAP PROPRIO;29/12/2022							  ;1;BLAU3
14;26/09/2022;0,1681;JRS CAP PROPRIO;17/10/2022							  ;1;BLAU3
15;07/07/2022;0,1595;JRS CAP PROPRIO;15/07/2022							  ;1;BLAU3
16;07/04/2022;0,1391;JRS CAP PROPRIO;19/04/2022							  ;1;BLAU3
17;24/03/2022;0,2056;DIVIDENDO;05/04/2022							  ;1;BLAU3
18;03/12/2021;0,1227;JRS CAP PROPRIO;15/12/2021							  ;1;BLAU3
19;23/09/2021;0,1059;JRS CAP PROPRIO;05/10/2021							  ;1;BLAU3
20;05/07/2021;0,0195;JRS CAP PROPRIO;15/07/2021							  ;1;BLAU3
21;;;;;;BLAU3
22;2025;1,024;;;;BLAU3
23;2024;0,364;;;;BLAU3
24;2023;0,422;;;;BLAU3
25;2022;0,849;;;;BLAU3
26;2021;0,248;;;;BLAU3
