;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;06/12/2023;0,3169;JRS CAP PROPRIO;26/12/2023 ;1;JSLG3
1;27/12/2022;0,2361;JRS CAP PROPRIO;06/01/2023 ;1;JSLG3
2;05/05/2022;0,2162;DIVIDENDO;17/05/2022 ;1;JSLG3
3;23/12/2021;0,1591;JRS CAP PROPRIO;31/01/2022 ;1;JSLG3
4;29/04/2021;0,0793;DIVIDENDO;21/05/2021 ;1;JSLG3
5;06/01/2021;0,0554;JRS CAP PROPRIO;29/01/2021 ;1;JSLG3
6;30/04/2020;0,0559;DIVIDENDO;14/05/2020 ;1;JSLG3
7;03/01/2020;0,1886;JRS CAP PROPRIO;10/02/2020 ;1;JSLG3
8;28/12/2018;0,1550;JRS CAP PROPRIO;13/05/2019 ;1;JSLG3
9;20/01/2016;0,9704;DIVIDENDO;- ;1;JSLG3
10;20/01/2016;0,9666;DIVIDENDO;- ;1;JSLG3
11;21/12/2015;0,0485;JUROS;- ;1;JSLG3
12;21/12/2015;0,0485;JRS CAP PROPRIO;- ;1;JSLG3
13;29/04/2015;0,0022;Dividendo;- ;1;JSLG3
14;23/12/2014;0,0902;JRS CAP PROPRIO;- ;1;JSLG3
15;25/04/2014;0,0147;DIVIDENDO;- ;1;JSLG3
16;13/12/2013;0,1019;JRS CAP PRÓPRIO;- ;1;JSLG3
17;26/04/2013;0,0172;DIVIDENDO;- ;1;JSLG3
18;17/12/2012;0,0794;JRS CAP PRÓPRIO;- ;1;JSLG3
19;27/04/2012;0,0114;DIVIDENDO;- ;1;JSLG3
20;09/12/2011;0,0667;JRS CAP PRÓPRIO;- ;1;JSLG3
21;29/04/2011;0,1122;DIVIDENDO;- ;1;JSLG3
22;;;;;;JSLG3
23;2023;0,317;;;;JSLG3
24;2022;0,452;;;;JSLG3
25;2021;0,294;;;;JSLG3
26;2020;0,244;;;;JSLG3
27;2018;0,155;;;;JSLG3
28;2016;1,937;;;;JSLG3
29;2015;0,099;;;;JSLG3
30;2014;0,105;;;;JSLG3
31;2013;0,119;;;;JSLG3
32;2012;0,091;;;;JSLG3
33;2011;0,179;;;;JSLG3
