;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;26/03/2024;0,1330;JRS CAP PROPRIO;05/04/2024 ;1;RDOR3
1;18/12/2023;0,1846;JRS CAP PROPRIO;28/12/2023 ;1;RDOR3
2;16/10/2023;0,1846;JRS CAP PROPRIO;27/10/2023 ;1;RDOR3
3;19/12/2022;0,0802;JRS CAP PROPRIO;28/12/2022 ;1;RDOR3
4;21/09/2022;0,1155;JRS CAP PROPRIO;30/09/2022 ;1;RDOR3
5;06/07/2022;0,1111;JRS CAP PROPRIO;15/07/2022 ;1;RDOR3
6;31/03/2022;0,0985;JRS CAP PROPRIO;12/04/2022 ;1;RDOR3
7;17/12/2021;0,0944;JRS CAP PROPRIO;29/12/2021 ;1;RDOR3
8;09/09/2021;0,0857;JRS CAP PROPRIO;17/09/2021 ;1;RDOR3
9;09/09/2021;0,9942;DIVIDENDO;17/09/2021 ;1;RDOR3
10;24/06/2021;0,0792;JRS CAP PROPRIO;05/07/2021 ;1;RDOR3
11;31/03/2021;0,0750;JRS CAP PROPRIO;18/05/2021 ;1;RDOR3
12;04/01/2021;0,1312;JRS CAP PROPRIO;08/03/2021 ;1;RDOR3
13;;;;;;RDOR3
14;2024;0,133;;;;RDOR3
15;2023;0,369;;;;RDOR3
16;2022;0,405;;;;RDOR3
17;2021;1,460;;;;RDOR3
