;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;31/07/2023;0,0177;JRS CAP PROPRIO;01/09/2023 ;1;ITUB4
1;30/06/2023;0,0177;JRS CAP PROPRIO;01/08/2023 ;1;ITUB4
2;19/06/2023;0,2663;JRS CAP PROPRIO;25/08/2023 ;1;ITUB4
3;31/05/2023;0,0177;JRS CAP PROPRIO;03/07/2023 ;1;ITUB4
4;28/04/2023;0,0177;JRS CAP PROPRIO;01/06/2023 ;1;ITUB4
5;31/03/2023;0,0177;JRS CAP PROPRIO;02/05/2023 ;1;ITUB4
6;23/03/2023;0,2620;JRS CAP PROPRIO;25/08/2023 ;1;ITUB4
7;28/02/2023;0,0177;JRS CAP PROPRIO;03/04/2023 ;1;ITUB4
8;31/01/2023;0,0177;JRS CAP PROPRIO;01/03/2023 ;1;ITUB4
9;29/12/2022;0,0177;JRS CAP PROPRIO;01/02/2023 ;1;ITUB4
10;08/12/2022;0,4862;JRS CAP PROPRIO;10/03/2023 ;1;ITUB4
11;30/11/2022;0,0177;JRS CAP PROPRIO;02/01/2023 ;1;ITUB4
12;31/10/2022;0,0177;JRS CAP PROPRIO;01/12/2022 ;1;ITUB4
13;30/09/2022;0,0177;JRS CAP PROPRIO;01/11/2022 ;1;ITUB4
14;31/08/2022;0,0177;JRS CAP PROPRIO;03/10/2022 ;1;ITUB4
15;18/08/2022;0,3065;JRS CAP PROPRIO;30/08/2022 ;1;ITUB4
16;29/07/2022;0,0177;JRS CAP PROPRIO;01/09/2022 ;1;ITUB4
17;30/06/2022;0,0177;JRS CAP PROPRIO;01/08/2022 ;1;ITUB4
18;31/05/2022;0,0177;JRS CAP PROPRIO;01/07/2022 ;1;ITUB4
19;29/04/2022;0,0177;JRS CAP PROPRIO;01/06/2022 ;1;ITUB4
20;31/03/2022;0,0177;JRS CAP PROPRIO;02/05/2022 ;1;ITUB4
21;25/02/2022;0,0177;JRS CAP PROPRIO;01/04/2022 ;1;ITUB4
22;21/02/2022;0,0137;JRS CAP PROPRIO;11/03/2022 ;1;ITUB4
23;31/01/2022;0,0177;JRS CAP PROPRIO;02/03/2022 ;1;ITUB4
24;30/12/2021;0,0177;JRS CAP PROPRIO;01/02/2022 ;1;ITUB4
25;30/11/2021;0,0177;JRS CAP PROPRIO;03/01/2022 ;1;ITUB4
26;19/11/2021;0,2646;JRS CAP PROPRIO;11/03/2022 ;1;ITUB4
27;29/10/2021;0,0177;JRS CAP PROPRIO;01/12/2021 ;1;ITUB4
28;30/09/2021;0,0150;DIVIDENDO;01/11/2021 ;1;ITUB4
29;31/08/2021;0,0150;DIVIDENDO;01/10/2021 ;1;ITUB4
30;13/08/2021;0,1038;JRS CAP PROPRIO;26/08/2021 ;1;ITUB4
31;30/07/2021;0,0150;DIVIDENDO;01/09/2021 ;1;ITUB4
32;30/06/2021;0,0150;DIVIDENDO;02/08/2021 ;1;ITUB4
33;31/05/2021;0,0150;DIVIDENDO;01/07/2021 ;1;ITUB4
34;24/05/2021;0,0487;JRS CAP PROPRIO;31/12/2021 ;1;ITUB4
35;30/04/2021;0,0150;DIVIDENDO;01/06/2021 ;1;ITUB4
36;27/04/2021;0,0565;JRS CAP PROPRIO;31/12/2021 ;1;ITUB4
37;31/03/2021;0,0150;DIVIDENDO;03/05/2021 ;1;ITUB4
38;25/03/2021;0,0506;JRS CAP PROPRIO;31/12/2021 ;1;ITUB4
39;26/02/2021;0,0150;DIVIDENDO;01/04/2021 ;1;ITUB4
40;25/02/2021;0,0506;JRS CAP PROPRIO;12/03/2021 ;1;ITUB4
41;25/02/2021;0,0964;DIVIDENDO;12/03/2021 ;1;ITUB4
42;29/01/2021;0,0150;DIVIDENDO;01/03/2021 ;1;ITUB4
43;22/01/2021;0,0502;JRS CAP PROPRIO;12/03/2021 ;1;ITUB4
44;30/12/2020;0,0150;DIVIDENDO;01/02/2021 ;1;ITUB4
45;10/12/2020;0,0640;JRS CAP PROPRIO;12/03/2021 ;1;ITUB4
46;30/11/2020;0,0150;DIVIDENDO;04/01/2021 ;1;ITUB4
47;30/10/2020;0,0150;DIVIDENDO;01/12/2020 ;1;ITUB4
48;30/09/2020;0,0150;DIVIDENDO;03/11/2020 ;1;ITUB4
49;31/08/2020;0,0150;DIVIDENDO;01/10/2020 ;1;ITUB4
50;17/08/2020;0,0529;JRS CAP PROPRIO;26/08/2020 ;1;ITUB4
