;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;30/04/2015;0,0000;Dividendo;- ;1;BDLL3
1;29/04/2013;5,8400;DIVIDENDO;- ;1;BDLL3
2;23/04/2012;5,9177;DIVIDENDO;- ;1;BDLL3
3;29/04/2011;17,6700;DIVIDENDO;- ;1;BDLL3
4;26/04/2010;5,8400;DIVIDENDO;- ;1;BDLL3
5;10/12/2008;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL3
6;28/04/2008;5,8400;DIVIDENDO;- ;1;BDLL3
7;21/12/2006;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL3
8;20/12/2005;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL3
9;13/12/2004;6,8800;JRS CAP PRÓPRIO;- ;1;BDLL3
10;26/04/2004;4,6946;DIVIDENDO;- ;1;BDLL3
11;26/04/2004;1,1454;DIVIDENDO;- ;1;BDLL3
12;09/12/2002;7,0000;JRS CAP PRÓPRIO;- ;1;BDLL3
13;04/12/2001;7,0000;JRS CAP PRÓPRIO;- ;1;BDLL3
14;18/12/2000;8,4000;JRS CAP PRÓPRIO;- ;1;BDLL3
15;06/12/1999;3,2000;JRS CAP PRÓPRIO;- ;1;BDLL3
16;20/09/1999;5,0000;JRS CAP PRÓPRIO;- ;1;BDLL3
17;14/12/1998;7,6000;JRS CAP PRÓPRIO;- ;1;BDLL3
18;27/04/1998;6,4000;DIVIDENDO;- ;1;BDLL3
19;28/04/1997;7,6800;DIVIDENDO;- ;1;BDLL3
20;29/04/1996;6,8300;DIVIDENDO;- ;1;BDLL3
21;;;;;;BDLL3
22;2015;0,000;;;;BDLL3
23;2013;5,840;;;;BDLL3
24;2012;5,918;;;;BDLL3
25;2011;17,670;;;;BDLL3
26;2010;5,840;;;;BDLL3
