;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;28/04/2025;0,5707;DIVIDENDO;08/05/2025							  ;1;YDUQ3
1;26/04/2024;0,2737;DIVIDENDO;29/05/2024							  ;1;YDUQ3
2;18/08/2023;0,2749;DIVIDENDO;05/12/2023							  ;1;YDUQ3
3;28/04/2022;0,1265;DIVIDENDO;06/12/2022							  ;1;YDUQ3
4;28/04/2021;0,4697;DIVIDENDO;07/12/2021							  ;1;YDUQ3
5;24/04/2020;0,5097;DIVIDENDO;30/12/2020							  ;1;YDUQ3
6;26/04/2019;0,5102;DIVIDENDO;13/06/2019							  ;1;YDUQ3
7;14/11/2018;1,3328;DIVIDENDO;21/12/2018							  ;1;YDUQ3
8;18/04/2018;0,3255;DIVIDENDO;14/06/2018							  ;1;YDUQ3
9;19/04/2017;0,2835;DIVIDENDO;-							  ;1;YDUQ3
10;21/12/2016;0,4540;DIVIDENDO;-							  ;1;YDUQ3
11;10/11/2016;0,4540;DIVIDENDO;-							  ;1;YDUQ3
12;27/04/2016;0,3745;DIVIDENDO;-							  ;1;YDUQ3
13;28/04/2015;0,3287;Dividendo;-							  ;1;YDUQ3
14;30/04/2014;0,1966;DIVIDENDO;-							  ;1;YDUQ3
15;30/04/2013;0,2677;DIVIDENDO;-							  ;1;YDUQ3
16;03/04/2012;0,2026;DIVIDENDO;-							  ;1;YDUQ3
17;19/04/2011;0,4674;DIVIDENDO;-							  ;1;YDUQ3
18;19/04/2010;0,3884;DIVIDENDO;-							  ;1;YDUQ3
19;28/04/2009;0,2273;DIVIDENDO;-							  ;1;YDUQ3
20;25/04/2008;0,0579;DIVIDENDO;-							  ;1;YDUQ3
21;;;;;;YDUQ3
22;2025;0,571;;;;YDUQ3
23;2024;0,274;;;;YDUQ3
24;2023;0,275;;;;YDUQ3
25;2022;0,126;;;;YDUQ3
26;2021;0,470;;;;YDUQ3
27;2020;0,510;;;;YDUQ3
28;2019;0,510;;;;YDUQ3
29;2018;1,658;;;;YDUQ3
30;2017;0,283;;;;YDUQ3
31;2016;1,282;;;;YDUQ3
32;2015;0,329;;;;YDUQ3
33;2014;0,197;;;;YDUQ3
34;2013;0,268;;;;YDUQ3
35;2012;0,203;;;;YDUQ3
36;2011;0,467;;;;YDUQ3
37;2010;0,388;;;;YDUQ3
