;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;28/04/2023;1,2956;DIVIDENDO;09/05/2023 ;1;TASA4
1;19/04/2022;1,6244;DIVIDENDO;29/04/2022 ;1;TASA4
2;26/04/2013;0,0271;DIVIDENDO;- ;1;TASA4
3;19/11/2012;0,0323;JRS CAP PRÓPRIO;- ;1;TASA4
4;16/08/2012;0,0700;DIVIDENDO;- ;1;TASA4
5;17/11/2011;0,1000;JRS CAP PRÓPRIO;- ;1;TASA4
6;10/08/2011;0,0300;JRS CAP PRÓPRIO;- ;1;TASA4
7;29/04/2011;0,0020;DIVIDENDO;- ;1;TASA4
8;17/11/2010;0,1000;JRS CAP PRÓPRIO;- ;1;TASA4
9;30/06/2010;0,0700;JRS CAP PRÓPRIO;- ;1;TASA4
10;30/04/2010;0,0020;DIVIDENDO;- ;1;TASA4
11;17/11/2009;0,1400;JRS CAP PRÓPRIO;- ;1;TASA4
12;26/11/2008;0,2000;JRS CAP PRÓPRIO;- ;1;TASA4
13;27/11/2007;0,1600;JRS CAP PRÓPRIO;- ;1;TASA4
14;16/04/2007;0,0050;DIVIDENDO;- ;1;TASA4
15;14/12/2006;0,1000;JRS CAP PRÓPRIO;- ;1;TASA4
16;26/01/2006;0,0741;DIVIDENDO;- ;1;TASA4
17;17/11/2004;0,0800;JRS CAP PRÓPRIO;- ;1;TASA4
18;14/11/2003;0,0751;JRS CAP PRÓPRIO;- ;1000;TASA4
19;29/04/2003;0,0129;DIVIDENDO;- ;1000;TASA4
20;20/12/2002;0,0942;JRS CAP PRÓPRIO;- ;1000;TASA4
21;05/06/2002;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
22;13/12/2001;0,0952;JRS CAP PRÓPRIO;- ;1000;TASA4
23;19/12/2000;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
24;28/04/2000;0,0025;DIVIDENDO;- ;1000;TASA4
25;13/12/1999;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
26;21/12/1998;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
27;27/03/1998;0,0310;JRS CAP PRÓPRIO;- ;1000;TASA4
28;30/04/1997;0,0524;DIVIDENDO;- ;1000;TASA4
29;;;;;;TASA4
30;2023;1,296;;;;TASA4
31;2022;1,624;;;;TASA4
32;2013;0,027;;;;TASA4
33;2012;0,102;;;;TASA4
34;2011;0,132;;;;TASA4
35;2010;0,172;;;;TASA4
