;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;21/08/2023;0,1000;DIVIDENDO;31/08/2023 ;1;TASA4
1;28/04/2023;1,2956;DIVIDENDO;09/05/2023 ;1;TASA4
2;19/04/2022;1,6244;DIVIDENDO;29/04/2022 ;1;TASA4
3;26/04/2013;0,0271;DIVIDENDO;- ;1;TASA4
4;19/11/2012;0,0323;JRS CAP PRÓPRIO;- ;1;TASA4
5;16/08/2012;0,0700;DIVIDENDO;- ;1;TASA4
6;17/11/2011;0,1000;JRS CAP PRÓPRIO;- ;1;TASA4
7;10/08/2011;0,0300;JRS CAP PRÓPRIO;- ;1;TASA4
8;29/04/2011;0,0020;DIVIDENDO;- ;1;TASA4
9;17/11/2010;0,1000;JRS CAP PRÓPRIO;- ;1;TASA4
10;30/06/2010;0,0700;JRS CAP PRÓPRIO;- ;1;TASA4
11;30/04/2010;0,0020;DIVIDENDO;- ;1;TASA4
12;17/11/2009;0,1400;JRS CAP PRÓPRIO;- ;1;TASA4
13;26/11/2008;0,2000;JRS CAP PRÓPRIO;- ;1;TASA4
14;27/11/2007;0,1600;JRS CAP PRÓPRIO;- ;1;TASA4
15;16/04/2007;0,0050;DIVIDENDO;- ;1;TASA4
16;14/12/2006;0,1000;JRS CAP PRÓPRIO;- ;1;TASA4
17;26/01/2006;0,0741;DIVIDENDO;- ;1;TASA4
18;17/11/2004;0,0800;JRS CAP PRÓPRIO;- ;1;TASA4
19;14/11/2003;0,0751;JRS CAP PRÓPRIO;- ;1000;TASA4
20;29/04/2003;0,0129;DIVIDENDO;- ;1000;TASA4
21;20/12/2002;0,0942;JRS CAP PRÓPRIO;- ;1000;TASA4
22;05/06/2002;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
23;13/12/2001;0,0952;JRS CAP PRÓPRIO;- ;1000;TASA4
24;19/12/2000;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
25;28/04/2000;0,0025;DIVIDENDO;- ;1000;TASA4
26;13/12/1999;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
27;21/12/1998;0,0616;JRS CAP PRÓPRIO;- ;1000;TASA4
28;27/03/1998;0,0310;JRS CAP PRÓPRIO;- ;1000;TASA4
29;30/04/1997;0,0524;DIVIDENDO;- ;1000;TASA4
30;;;;;;TASA4
31;2023;1,396;;;;TASA4
32;2022;1,624;;;;TASA4
33;2013;0,027;;;;TASA4
34;2012;0,102;;;;TASA4
35;2011;0,132;;;;TASA4
36;2010;0,172;;;;TASA4
