;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;17/04/2025;0,0930;DIVIDENDO;05/05/2025							  ;1;OFSA3
1;17/04/2025;0,0576;DIVIDENDO;05/05/2025							  ;1;OFSA3
2;30/12/2024;2,2318;REST CAP DIN;31/01/2025							  ;1;OFSA3
3;20/12/2024;0,5766;JRS CAP PROPRIO;05/05/2025							  ;1;OFSA3
4;29/04/2024;0,3369;DIVIDENDO;13/05/2024							  ;1;OFSA3
5;19/12/2023;0,2764;JRS CAP PROPRIO;28/12/2023							  ;1;OFSA3
6;14/04/2023;0,1967;DIVIDENDO;11/05/2023							  ;1;OFSA3
7;16/12/2022;0,4388;JRS CAP PROPRIO;29/12/2022							  ;1;OFSA3
8;20/04/2022;0,2375;DIVIDENDO;03/05/2022							  ;1;OFSA3
9;17/12/2021;0,3004;JRS CAP PROPRIO;29/12/2021							  ;1;OFSA3
10;09/04/2021;0,1730;DIVIDENDO;30/04/2021							  ;1;OFSA3
11;23/12/2020;0,2506;JRS CAP PROPRIO;31/05/2021							  ;1;OFSA3
12;14/10/2020;0,1882;DIVIDENDO;27/10/2020							  ;1;OFSA3
13;19/12/2019;0,0175;JRS CAP PROPRIO;31/05/2020							  ;1;OFSA3
14;29/03/2019;0,1772;DIVIDENDO;-							  ;1;OFSA3
15;14/12/2018;0,1423;JRS CAP PROPRIO;31/05/2019							  ;1;OFSA3
16;13/04/2018;0,1027;DIVIDENDO;25/04/2018							  ;1;OFSA3
17;19/12/2017;0,1112;JRS CAP PROPRIO;-							  ;1;OFSA3
18;29/04/2016;0,2249;DIVIDENDO;-							  ;1;OFSA3
19;21/12/2015;0,0932;JUROS;-							  ;1;OFSA3
20;28/04/2015;0,1811;Dividendo;-							  ;1;OFSA3
21;02/01/2015;0,0673;JRS CAP PROPRIO;-							  ;1;OFSA3
22;;;;;;OFSA3
23;2025;0,151;;;;OFSA3
24;2024;3,145;;;;OFSA3
25;2023;0,473;;;;OFSA3
26;2022;0,676;;;;OFSA3
27;2021;0,473;;;;OFSA3
28;2020;0,439;;;;OFSA3
29;2019;0,195;;;;OFSA3
30;2018;0,245;;;;OFSA3
31;2017;0,111;;;;OFSA3
32;2016;0,225;;;;OFSA3
33;2015;0,342;;;;OFSA3
