;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;20/02/2025;2,2723;DIVIDENDO;06/03/2025							  ;1;BBSE3
1;16/08/2024;1,3909;DIVIDENDO;30/08/2024							  ;1;BBSE3
2;08/02/2024;1,2419;DIVIDENDO;22/02/2024							  ;1;BBSE3
3;16/08/2023;1,6076;DIVIDENDO;28/08/2023							  ;1;BBSE3
4;14/02/2023;1,8399;DIVIDENDO;01/03/2023							  ;1;BBSE3
5;17/08/2022;1,0360;DIVIDENDO;29/08/2022							  ;1;BBSE3
6;10/02/2022;0,9172;DIVIDENDO;23/02/2022							  ;1;BBSE3
7;11/08/2021;0,5209;DIVIDENDO;23/08/2021							  ;1;BBSE3
8;11/02/2021;0,4748;DIVIDENDO;25/02/2021							  ;1;BBSE3
9;12/08/2020;0,8753;DIVIDENDO;24/08/2020							  ;1;BBSE3
10;13/02/2020;1,8984;DIVIDENDO;27/02/2020							  ;1;BBSE3
11;09/01/2020;1,3523;REST CAP DIN;30/04/2020							  ;1;BBSE3
12;09/08/2019;0,8907;DIVIDENDO;21/08/2019							  ;1;BBSE3
13;14/02/2019;0,6772;DIVIDENDO;26/02/2019							  ;1;BBSE3
14;11/12/2018;1,3523;DIVIDENDO;02/01/2019							  ;1;BBSE3
15;09/08/2018;0,7809;DIVIDENDO;21/08/2018							  ;1;BBSE3
16;22/02/2018;0,9467;DIVIDENDO;06/03/2018							  ;1;BBSE3
17;10/08/2017;0,7810;DIVIDENDO;-							  ;1;BBSE3
18;16/02/2017;0,8358;DIVIDENDO;-							  ;1;BBSE3
19;11/08/2016;0,8191;DIVIDENDO;-							  ;1;BBSE3
20;23/02/2016;0,8334;DIVIDENDO;-							  ;1;BBSE3
21;12/08/2015;0,8791;DIVIDENDO;-							  ;1;BBSE3
22;12/02/2015;0,7956;Dividendo;-							  ;1;BBSE3
23;18/08/2014;0,5977;DIVIDENDO;-							  ;1;BBSE3
24;14/02/2014;0,5806;DIVIDENDO;-							  ;1;BBSE3
25;19/08/2013;0,4089;DIVIDENDO;-							  ;1;BBSE3
26;;;;;;BBSE3
27;2025;2,272;;;;BBSE3
28;2024;2,633;;;;BBSE3
29;2023;3,448;;;;BBSE3
30;2022;1,953;;;;BBSE3
31;2021;0,996;;;;BBSE3
32;2020;4,126;;;;BBSE3
33;2019;1,568;;;;BBSE3
34;2018;3,080;;;;BBSE3
35;2017;1,617;;;;BBSE3
36;2016;1,653;;;;BBSE3
37;2015;1,675;;;;BBSE3
38;2014;1,178;;;;BBSE3
39;2013;0,409;;;;BBSE3
