;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;14/05/2024;0,1869;DIVIDENDO;28/05/2024 ;1;CMIN3
1;28/12/2023;0,0793;JRS CAP PROPRIO;28/05/2024 ;1;CMIN3
2;20/11/2023;0,2488;DIVIDENDO;28/11/2023 ;1;CMIN3
3;08/05/2023;0,2826;DIVIDENDO;17/05/2023 ;1;CMIN3
4;08/05/2023;0,0509;JRS CAP PROPRIO;17/05/2023 ;1;CMIN3
5;28/04/2023;0,1152;DIVIDENDO;17/05/2023 ;1;CMIN3
6;28/12/2022;0,0160;JRS CAP PROPRIO;17/05/2023 ;1;CMIN3
7;10/11/2022;0,3214;DIVIDENDO;22/11/2022 ;1;CMIN3
8;10/11/2022;0,1243;JRS CAP PROPRIO;22/11/2022 ;1;CMIN3
9;29/04/2022;0,4594;DIVIDENDO;19/05/2022 ;1;CMIN3
10;29/12/2021;0,0863;JRS CAP PROPRIO;20/01/2022 ;1;CMIN3
11;30/07/2021;0,3305;DIVIDENDO;10/08/2021 ;1;CMIN3
12;30/04/2021;0,0516;DIVIDENDO;10/08/2021 ;1;CMIN3
13;;;;;;CMIN3
14;2024;0,187;;;;CMIN3
15;2023;0,777;;;;CMIN3
16;2022;0,921;;;;CMIN3
17;2021;0,468;;;;CMIN3
