;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-6.29%;6.27%;-0.42%
2005;12.97%;18.52%;-15.63%;3.70%;4.61%;8.57%;-5.66%;-5.67%;23.32%;4.58%;6.85%;11.54%;82.01%
2006;27.59%;-4.59%;5.76%;-5.36%;-13.21%;-6.52%;-11.88%;8.47%;-0.24%;2.44%;9.52%;-0.76%;4.94%
2007;-6.90%;8.47%;-1.30%;-3.30%;2.80%;-5.81%;7.04%;-3.53%;-4.52%;-3.14%;-14.77%;6.43%;-19.17%
2008;-17.89%;5.61%;9.82%;9.46%;13.87%;-5.06%;-11.23%;1.28%;-31.46%;-1.38%;-2.39%;-8.24%;-38.65%
2009;0.09%;4.93%;5.04%;28.99%;6.00%;1.45%;16.28%;6.20%;7.86%;-4.85%;24.77%;4.30%;152.39%
2010;2.70%;2.39%;5.41%;-3.21%;-0.66%;13.27%;-0.47%;8.81%;10.87%;2.94%;4.76%;2.88%;60.81%
2011;-10.00%;-0.74%;4.48%;0.24%;6.41%;-6.25%;-9.05%;-13.87%;-2.80%;-14.11%;-4.03%;18.32%;-30.69%
2012;8.39%;-4.76%;-12.44%;-1.62%;2.91%;-6.64%;-12.94%;11.39%;-4.76%;10.66%;-8.00%;6.20%;-14.70%
2013;7.28%;-3.53%;-16.04%;-3.46%;0.91%;4.23%;3.28%;-7.03%;5.13%;-1.54%;5.91%;19.54%;11.02%
2014;2.06%;1.35%;0.60%;-11.49%;10.44%;-4.56%;5.63%;-6.21%;-13.38%;-12.21%;-0.19%;5.59%;-22.92%
2015;2.78%;-6.64%;-15.90%;11.77%;-7.82%;10.33%;0.49%;-4.80%;-7.31%;-0.11%;2.34%;9.78%;-8.71%
2016;2.97%;1.73%;0.85%;17.34%;-18.48%;12.76%;24.89%;49.13%;-0.00%;-10.51%;-2.87%;-4.78%;75.63%
2017;14.61%;14.85%;-8.58%;25.15%;8.52%;-9.72%;11.54%;-1.55%;-6.65%;8.82%;-6.90%;1.85%;56.05%
2018;-0.97%;3.32%;4.11%;-7.31%;-1.92%;-1.89%;1.92%;1.13%;-2.99%;7.69%;-3.54%;-0.04%;-1.33%
2019;17.25%;-3.87%;-4.36%;1.05%;0.69%;-1.72%;8.11%;-2.95%;10.37%;-3.03%;56.22%;15.44%;118.28%
2020;13.74%;7.69%;7.14%;-6.67%;-7.14%;2.31%;6.77%;-1.41%;-17.14%;-12.07%;13.73%;25.00%;26.87%
2021;138.00%;-12.79%;-4.35%;-59.78%;0.09%;6.98%;-10.33%;-7.40%;-15.17%;-19.51%;-0.51%;-2.30%;-52.89%
2022;-13.63%;-13.93%;-8.49%;-1.05%;-17.22%;-18.67%;25.44%;9.49%;-10.19%;6.20%;-23.17%;-10.79%;-59.31%
2023;-20.10%;-15.77%;-19.16%;13.12%;27.34%;9.94%;13.69%;-18.07%;12.25%;-21.67%;-5.16%;4.68%;-29.93%
2024;-16.32%;-1.61%;-22.60%;-23.33%;-27.23%;-19.01%;-0.72%;8.73%;-10.03%;-1.49%;-14.72%;-15.93%;-80.25%
2025;-2.11%;-10.22%;10.18%;-4.35%;-9.66%;-17.61%;-5.34%;8.87%;0.00%;0.00%;0.00%;0.00%;-28.95%
