;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.00%;0.00%;-26.43%;9.78%;0.00%;1.54%;0.00%;-2.36%;0.00%;0.00%;0.00%;0.00%;-19.93%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.94%;0.00%;0.00%;0.00%;0.00%;0.00%;1.90%;2.86%
2010;0.00%;0.00%;-3.17%;1.78%;31.54%;1.27%;0.00%;0.00%;0.00%;0.00%;0.00%;1.55%;33.34%
2011;0.00%;0.00%;0.00%;0.00%;0.00%;1.72%;0.00%;0.00%;0.00%;0.00%;0.00%;-30.82%;-29.62%
2012;0.00%;0.00%;448.39%;0.00%;-28.82%;0.32%;0.00%;0.00%;0.00%;0.00%;-0.00%;0.32%;292.83%
2013;-0.00%;0.00%;0.00%;-5.87%;0.00%;0.67%;0.00%;0.00%;0.00%;0.00%;-29.41%;0.64%;-32.68%
2014;-34.08%;-11.70%;-6.20%;15.32%;-1.23%;4.75%;1.43%;-5.88%;2.00%;4.41%;-2.58%;-1.20%;-36.26%
2015;-7.56%;2.90%;-21.79%;8.20%;6.06%;-7.14%;-3.08%;2.54%;0.93%;1.23%;9.09%;5.56%;-7.32%
2016;-13.16%;17.58%;-4.90%;1.41%;-8.09%;-1.47%;26.79%;17.14%;-7.21%;-5.40%;-7.53%;7.50%;15.56%
2017;9.03%;-3.82%;-1.99%;2.70%;-0.23%;0.99%;4.07%;8.70%;20.00%;-7.67%;-4.69%;1.52%;28.96%
2018;1.87%;7.69%;-4.25%;-2.49%;-3.64%;-11.15%;4.26%;-4.08%;-14.04%;8.17%;0.23%;7.71%;-11.99%
2019;15.22%;-5.47%;1.80%;-0.39%;-8.27%;2.58%;0.16%;-3.16%;-0.43%;0.66%;1.08%;22.32%;24.90%
2020;20.70%;-12.94%;-33.89%;2.27%;11.36%;19.29%;3.35%;-7.37%;10.49%;6.33%;28.93%;29.74%;77.54%
2021;3.16%;14.75%;3.17%;-3.98%;0.68%;7.17%;25.37%;-0.82%;-10.25%;0.85%;-11.75%;11.08%;39.60%
2022;-9.48%;7.77%;7.78%;-22.60%;-9.22%;-2.39%;21.12%;7.41%;-1.73%;11.49%;-21.33%;-11.04%;-28.06%
2023;7.08%;3.89%;-13.10%;0.97%;28.46%;6.22%;6.96%;2.23%;18.27%;-7.94%;5.08%;8.14%;80.19%
2024;-8.12%;4.67%;9.48%;1.47%;-2.88%;10.74%;-1.70%;3.57%;2.74%;7.59%;-6.69%;0.69%;21.48%
2025;5.61%;9.79%;13.97%;7.94%;-9.92%;3.76%;-12.54%;-1.31%;-4.51%;0.00%;0.00%;0.00%;9.88%
