;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2010;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.49%;-4.79%;-0.57%;1.15%;1.97%
2011;-0.57%;2.29%;7.82%;4.15%;-9.45%;0.99%;-3.16%;-1.69%;-2.74%;17.51%;8.50%;-4.24%;18.07%
2012;-1.92%;-1.57%;-2.29%;1.02%;8.08%;-1.87%;-7.62%;8.25%;-7.62%;-0.52%;-0.52%;3.12%;-4.72%
2013;5.96%;7.72%;-3.63%;1.84%;-5.59%;12.23%;9.79%;0.00%;-3.95%;16.95%;2.14%;4.73%;56.57%
2014;0.32%;-0.32%;-2.58%;4.24%;2.92%;-0.93%;-0.31%;9.06%;-5.44%;3.03%;-0.59%;-2.96%;5.81%
2015;-11.59%;-0.00%;0.00%;11.03%;6.52%;12.54%;-0.00%;-4.66%;-7.61%;-8.76%;16.05%;-0.17%;9.57%
2016;-10.41%;0.62%;11.11%;0.00%;11.11%;-0.50%;2.96%;-2.39%;-10.00%;17.67%;1.04%;15.65%;37.73%
2017;-0.04%;-2.99%;8.33%;-3.85%;0.00%;0.00%;-0.12%;4.12%;-8.08%;0.42%;8.33%;-3.85%;1.01%
2018;48.00%;-0.03%;-18.87%;8.30%;-8.00%;7.02%;-6.56%;0.03%;0.30%;6.67%;-3.12%;3.23%;28.00%
2019;2.81%;0.00%;4.89%;-1.19%;-3.52%;15.50%;28.95%;0.00%;0.00%;0.00%;-2.06%;0.02%;50.00%
2020;5.19%;0.02%;-1.01%;-0.40%;0.00%;-7.63%;-4.33%;-0.48%;-0.09%;2.83%;-0.02%;6.71%;-0.00%
2021;-10.40%;-0.05%;0.00%;13.96%;-6.10%;-0.87%;-0.22%;-4.53%;-0.90%;-0.30%;-2.73%;-0.96%;-13.85%
2022;-1.57%;-0.00%;-2.95%;-3.85%;2.87%;-2.71%;-2.50%;-18.00%;-11.22%;1.85%;-7.24%;-1.92%;-39.54%
2023;1.88%;-9.66%;2.13%;-2.13%;-3.52%;10.82%;13.83%;7.18%;-5.67%;-4.63%;4.67%;5.45%;19.16%
2024;-2.72%;3.31%;-1.64%;1.87%;-11.73%;-1.81%;-1.96%;0.04%;-5.84%;0.00%;0.00%;0.00%;-19.40%
