;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2010;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;49.97%;0.00%;0.00%;0.00%;49.97%
2011;-40.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-40.00%
2012;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-37.78%;0.00%;0.00%;0.00%;0.00%;-37.78%
2013;0.00%;0.00%;0.00%;0.83%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.83%;1.67%
2014;0.00%;0.00%;0.00%;3.46%;0.00%;0.00%;0.00%;-17.82%;-8.74%;9.52%;0.00%;1.90%;-13.40%
2015;0.00%;0.00%;0.00%;2.29%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.05%;0.00%;5.41%
2016;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1.62%;0.00%;0.00%;0.00%;0.00%;1.62%
2017;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.17%;2.22%;0.00%;3.65%;0.00%;3.65%
2018;0.00%;0.00%;0.00%;0.00%;80.68%;61.75%;-3.71%;-14.61%;-4.14%;-1.96%;-15.80%;-3.56%;83.39%
2019;23.15%;10.40%;4.89%;-8.46%;15.98%;-17.17%;45.27%;-17.59%;135.46%;1.43%;-1.20%;-0.28%;253.28%
2020;-17.93%;2.70%;-24.24%;20.58%;-16.11%;58.44%;-5.33%;-8.00%;-4.19%;-0.84%;1.69%;6.92%;-7.91%
2021;16.91%;11.33%;-4.73%;1.92%;-4.98%;-3.08%;-12.04%;-7.61%;-0.83%;-1.01%;-5.93%;12.16%;-2.03%
2022;-12.09%;-4.42%;-7.51%;0.25%;1.05%;-22.92%;10.54%;20.66%;-3.85%;-4.85%;-8.19%;8.56%;-26.20%
2023;0.00%;-10.00%;-6.17%;16.61%;0.23%;-8.03%;0.37%;0.37%;3.84%;-11.80%;22.97%;7.69%;10.92%
2024;3.57%;2.36%;-3.75%;-1.16%;14.49%;-1.06%;11.54%;8.66%;12.10%;-1.58%;-4.68%;-5.26%;37.95%
2025;1.48%;0.73%;2.90%;2.38%;6.52%;1.20%;-2.63%;-2.09%;0.00%;0.00%;0.00%;0.00%;10.66%
