;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1019.86%;0.00%;0.00%;0.00%;1019.86%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;-5.00%;0.00%;0.00%;57.89%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;50.00%;33.33%;200.00%
2004;8.33%;0.00%;7.69%;0.07%;-0.07%;10.71%;6.45%;6.06%;0.00%;2.91%;-0.06%;10.00%;65.00%
2005;3.54%;0.00%;2.44%;-3.33%;3.45%;0.00%;1.43%;3.52%;0.00%;-2.40%;0.00%;-4.74%;3.54%
2006;12.63%;-2.56%;5.78%;-2.48%;0.00%;-1.29%;0.83%;-0.43%;-2.61%;-5.04%;10.48%;-2.09%;12.24%
2007;-0.04%;4.35%;1.67%;-5.74%;6.52%;0.00%;2.04%;4.00%;5.38%;2.19%;3.57%;3.46%;30.39%
2008;4.14%;0.00%;5.96%;7.50%;-1.16%;1.47%;4.35%;7.74%;17.26%;0.44%;-16.28%;11.11%;46.53%
2009;0.00%;0.00%;12.48%;0.02%;-22.20%;22.82%;0.00%;1.26%;-3.54%;-4.74%;-2.52%;0.00%;-2.50%
2010;0.00%;-4.36%;7.24%;0.48%;-7.50%;-13.51%;6.25%;-5.88%;-0.00%;-6.25%;-3.33%;-1.31%;-26.27%
2011;-9.15%;26.92%;0.00%;0.00%;3.03%;1.55%;-0.00%;0.00%;-6.06%;0.00%;0.00%;0.00%;13.33%
2012;-6.45%;0.00%;0.00%;3.48%;3.71%;-1.70%;1.76%;-1.73%;0.00%;1.69%;0.00%;0.00%;0.37%
2013;0.00%;0.00%;0.00%;-3.33%;5.19%;3.45%;0.67%;-0.63%;0.00%;0.00%;0.00%;-0.03%;5.19%
2014;0.77%;-0.76%;0.00%;0.00%;-0.01%;0.00%;4.84%;0.00%;0.00%;0.00%;0.00%;0.00%;4.84%
2015;0.00%;0.00%;-0.03%;1.03%;9.40%;-5.77%;-2.28%;0.00%;0.11%;0.00%;0.00%;-1.52%;0.31%
2016;5.26%;0.00%;0.00%;0.00%;4.53%;0.00%;0.00%;0.00%;0.00%;0.00%;-5.00%;17.29%;22.61%
2017;0.00%;0.00%;0.00%;18.65%;8.41%;0.00%;-1.43%;-10.93%;-3.63%;5.72%;10.24%;4.11%;32.04%
2018;7.89%;0.02%;-0.02%;13.12%;-10.47%;16.88%;-4.44%;16.33%;-24.03%;2.63%;-5.03%;0.43%;5.59%
2019;10.22%;-0.00%;-14.63%;-0.75%;0.06%;41.66%;-4.40%;1.15%;7.81%;1.15%;6.88%;-5.98%;40.26%
2020;-0.02%;15.02%;10.99%;-9.21%;-7.58%;4.18%;9.85%;9.09%;3.43%;-3.22%;33.11%;0.53%;79.09%
2021;-0.84%;13.22%;-4.74%;16.47%;-2.97%;-4.65%;9.63%;-1.91%;-8.44%;-4.44%;49.98%;-27.75%;17.50%
2022;13.16%;-0.77%;0.78%;-3.22%;-2.60%;-16.26%;3.59%;7.69%;6.25%;-4.71%;-19.77%;12.20%;-9.18%
2023;-20.79%;-5.00%;-20.97%;0.03%;0.53%;10.23%;8.14%;-4.75%;-0.26%;0.00%;2.80%;-3.01%;-32.48%
2024;24.26%;0.00%;-11.90%;23.20%;-5.25%;4.71%;-1.12%;-4.05%;4.22%;-2.73%;0.55%;0.10%;29.52%
2025;4.12%;1.69%;1.11%;-9.89%;-4.26%;4.87%;-7.09%;-4.95%;0.00%;0.00%;0.00%;0.00%;-14.46%
