;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-5.19%;-4.79%;0.43%;-2.29%;-12.10%;-4.25%;-4.18%;-6.45%;-13.61%;-29.36%;3.50%;4.46%;-55.91%
2009;6.04%;-3.47%;-8.06%;-3.60%;-2.60%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.63%
2010;0.00%;28.17%;-7.02%;-2.38%;-9.74%;-9.52%;0.00%;-10.53%;12.75%;9.91%;-21.68%;11.11%;-8.33%
2011;-4.00%;-9.85%;5.88%;-0.79%;4.00%;-4.62%;2.42%;-7.09%;-0.85%;-1.71%;-7.83%;-1.89%;-24.36%
2012;3.85%;1.85%;0.00%;-2.73%;-8.41%;-0.00%;-2.04%;9.37%;0.95%;-0.94%;3.81%;-9.17%;-4.81%
2013;1.01%;0.00%;1.00%;0.99%;15.69%;-6.78%;-6.36%;19.42%;26.83%;1.28%;-5.70%;-4.03%;44.44%
2014;11.89%;-24.37%;15.70%;0.00%;6.43%;1.34%;-3.31%;2.74%;18.67%;-23.03%;2.19%;17.86%;15.38%
2015;-3.03%;-8.75%;-9.59%;8.33%;11.89%;3.12%;-3.03%;0.00%;8.12%;4.05%;2.78%;2.70%;15.15%
2016;-1.58%;-6.42%;-8.57%;-2.50%;12.18%;-5.14%;8.43%;7.78%;-1.03%;3.65%;0.50%;-10.50%;-5.79%
2017;53.63%;-25.09%;18.45%;-2.87%;20.25%;-0.35%;12.68%;1.25%;4.94%;-2.06%;2.40%;2.64%;95.53%
2018;-1.43%;-8.70%;-0.63%;3.19%;-14.86%;9.09%;1.33%;0.66%;-6.86%;0.00%;4.91%;5.35%;-10.00%
2019;5.71%;-9.31%;7.62%;-8.31%;4.36%;0.96%;24.84%;-11.73%;19.94%;14.94%;-9.85%;15.12%;57.14%
2020;20.61%;1.34%;-34.21%;-8.04%;10.11%;10.17%;12.16%;-1.61%;2.04%;-12.80%;7.80%;14.47%;8.69%
2021;-13.01%;-1.28%;4.98%;4.95%;11.98%;2.11%;19.42%;-14.39%;5.55%;15.76%;-11.14%;-2.94%;16.54%
2022;-1.91%;0.98%;-5.31%;-16.84%;18.61%;3.45%;-2.83%;2.74%;4.84%;-1.59%;-0.81%;1.96%;-0.32%
2023;8.00%;-6.67%;-11.11%;16.07%;1.54%;8.03%;2.95%;13.76%;10.18%;-1.09%;-8.24%;1.80%;36.00%
2024;-5.88%;-1.63%;0.25%;-6.72%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-13.41%
