;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;0.00%;0.00%;0.00%;-77.10%;-4.08%;-5.03%;-2.21%;-5.16%;-21.77%;5.57%;-10.21%;-7.04%;-86.66%
2009;2.30%;27.71%;1.19%;18.11%;6.02%;9.00%;8.25%;-5.04%;8.09%;-2.86%;-0.53%;3.31%;100.13%
2010;-2.30%;3.35%;-10.98%;2.31%;-1.92%;6.21%;2.46%;-33.03%;-8.07%;14.83%;2.72%;-5.71%;-32.80%
2011;1.58%;1.90%;8.05%;5.10%;-10.82%;1.71%;-1.01%;0.59%;-2.11%;-3.02%;2.22%;10.17%;13.52%
2012;-2.92%;1.22%;11.30%;2.70%;4.48%;2.04%;1.07%;2.57%;15.11%;0.56%;-4.17%;8.58%;49.52%
2013;0.55%;6.61%;1.55%;4.93%;-0.76%;-11.78%;0.76%;7.56%;4.74%;10.95%;3.00%;-3.54%;25.14%
2014;-3.89%;-10.88%;3.13%;1.18%;10.68%;10.26%;0.64%;3.68%;-5.45%;1.94%;11.35%;-0.51%;21.51%
2015;-9.75%;10.88%;12.73%;3.90%;5.63%;3.88%;-0.28%;1.00%;-4.22%;1.57%;2.06%;-1.48%;26.71%
2016;5.64%;5.86%;7.23%;5.29%;7.19%;6.69%;14.14%;-8.93%;-0.49%;13.16%;-7.82%;4.19%;62.32%
2017;6.80%;2.44%;-1.23%;-1.17%;-7.11%;1.46%;4.65%;7.80%;0.21%;-0.41%;4.84%;2.66%;21.96%
2018;6.80%;2.29%;-0.14%;1.06%;-14.56%;-6.60%;7.87%;-6.94%;0.81%;18.33%;6.84%;2.64%;15.54%
2019;18.23%;-6.83%;-2.59%;2.63%;6.15%;6.56%;2.94%;1.34%;4.72%;1.59%;1.30%;10.42%;54.61%
2020;4.61%;3.44%;-28.63%;4.15%;9.38%;15.81%;11.37%;-9.13%;-8.71%;-5.90%;9.33%;6.29%;2.94%
2021;-2.76%;-10.75%;23.38%;0.97%;1.67%;0.28%;-2.42%;4.71%;0.04%;-9.74%;-1.35%;0.18%;0.50%
2022;1.55%;11.37%;6.41%;-5.77%;-4.90%;-3.95%;8.63%;-2.54%;11.25%;11.64%;-8.26%;-1.92%;22.54%
2023;3.70%;-9.24%;6.02%;1.41%;4.41%;14.21%;4.32%;-5.61%;1.26%;-1.43%;7.78%;4.87%;34.06%
2024;-0.81%;-3.53%;-4.77%;-9.32%;0.55%;4.99%;6.35%;4.78%;-4.97%;-1.17%;-4.70%;-10.49%;-22.11%
2025;10.40%;-0.30%;6.45%;15.03%;1.33%;-1.72%;-5.26%;7.95%;0.00%;0.00%;0.00%;0.00%;37.29%
