;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2009;1876.54%;3.12%;4.85%;0.00%;-0.17%;0.00%;0.00%;0.00%;-0.58%;8.21%;-3.93%;14.95%;2434.57%
2010;10.42%;-5.99%;0.00%;0.01%;8.57%;-12.24%;14.94%;13.04%;0.00%;15.38%;-13.30%;3.81%;33.49%
2011;-3.59%;1.81%;11.32%;-6.78%;1.82%;-3.57%;0.00%;0.03%;0.04%;-0.04%;0.26%;-0.26%;0.03%
2012;7.44%;-6.93%;0.00%;0.00%;0.00%;0.00%;0.00%;2.35%;0.00%;0.00%;0.00%;0.00%;2.35%
2013;0.00%;10.74%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.71%;0.00%;0.07%;0.00%;0.00%;7.81%
2014;-7.65%;-0.19%;2.84%;0.00%;-2.76%;0.00%;0.00%;0.00%;0.00%;0.00%;-6.54%;0.00%;-13.85%
2015;0.00%;0.00%;0.00%;0.00%;0.00%;0.74%;0.00%;0.05%;0.00%;0.00%;0.00%;2.14%;2.95%
2016;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;2.68%;0.00%;0.00%;2.68%
2017;0.00%;10.00%;0.00%;2.70%;0.00%;0.00%;0.00%;0.00%;0.00%;17.46%;1.77%;0.00%;35.05%
2018;0.00%;0.00%;1.31%;20.63%;0.00%;1.50%;0.00%;0.76%;0.00%;0.00%;0.00%;-8.67%;14.15%
2019;0.00%;0.00%;0.00%;0.00%;0.00%;5.85%;8.33%;0.00%;0.00%;2.56%;17.50%;11.24%;53.73%
2020;0.00%;15.38%;0.00%;8.25%;0.08%;210.73%;0.00%;-5.45%;-4.76%;-0.01%;-12.49%;-0.45%;204.65%
2021;309.56%;-11.28%;-21.66%;-22.68%;-3.15%;-7.50%;-0.29%;-8.96%;-12.50%;-3.74%;0.00%;8.49%;63.54%
2022;-3.50%;5.87%;-11.59%;-4.44%;-2.04%;-13.04%;7.45%;-13.45%;13.53%;-13.01%;0.00%;-1.42%;-33.44%
2023;-12.17%;-14.61%;-6.66%;14.13%;4.38%;-9.93%;10.21%;-0.94%;-3.19%;1.97%;-6.63%;-5.47%;-28.55%
2024;0.16%;-9.77%;-0.26%;-14.06%;0.73%;-4.04%;1.16%;8.53%;-7.86%;-4.39%;-9.01%;-4.49%;-37.07%
2025;10.90%;-18.42%;90.30%;-33.81%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;13.96%
