;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.99%;4.09%;-5.68%;-2.79%
2008;1.94%;-2.36%;-24.74%;1.36%;7.32%;-14.20%;-13.25%;-25.19%;-38.78%;-27.33%;-1.38%;16.28%;-76.85%
2009;-2.00%;5.31%;-22.48%;53.50%;5.21%;20.43%;15.68%;13.33%;-10.78%;10.55%;13.32%;10.18%;151.20%
2010;9.87%;-9.42%;6.40%;9.15%;-4.40%;-6.51%;9.34%;3.88%;0.15%;19.25%;-4.26%;-7.84%;23.65%
2011;-11.49%;-4.97%;-23.44%;-6.39%;1.54%;-5.71%;0.51%;-3.27%;-33.77%;16.47%;-11.11%;7.95%;-58.46%
2012;0.70%;1.05%;-12.07%;5.88%;-3.70%;-5.77%;6.12%;-1.54%;-2.34%;-2.80%;2.88%;15.60%;1.40%
2013;21.45%;-8.83%;42.19%;0.02%;-5.56%;-7.06%;6.33%;-2.38%;9.76%;-2.22%;-6.82%;-4.88%;36.47%
2014;-14.36%;17.96%;7.87%;-3.42%;-3.47%;-1.28%;-0.26%;1.30%;-1.03%;-5.19%;3.01%;-20.74%;-22.36%
2015;-6.71%;0.72%;10.36%;2.80%;-9.87%;-1.46%;-0.74%;-4.10%;-3.11%;-1.61%;-7.35%;23.35%;-1.82%
2016;13.21%;-5.36%;-0.67%;0.56%;2.80%;-13.27%;9.80%;-3.93%;0.37%;4.81%;1.77%;0.69%;8.52%
2017;-6.21%;5.51%;-7.67%;7.40%;1.85%;1.81%;-5.69%;5.66%;14.29%;45.31%;-7.96%;-4.44%;48.12%
2018;33.25%;-1.28%;10.97%;-5.95%;-0.38%;-8.75%;10.00%;-0.76%;-8.78%;21.34%;15.86%;22.02%;113.21%
2019;2.68%;12.59%;-0.84%;6.38%;25.51%;7.87%;23.86%;38.04%;-11.56%;20.70%;10.82%;14.95%;283.89%
2020;6.54%;-11.41%;-49.79%;15.35%;-1.11%;48.20%;14.75%;-10.96%;-11.89%;-1.96%;12.73%;3.20%;-17.74%
2021;-11.84%;-13.33%;5.02%;1.01%;7.22%;-6.16%;-10.56%;-12.39%;-4.45%;-19.86%;-7.01%;9.38%;-50.23%
2022;7.90%;-19.78%;-5.63%;-13.54%;-2.27%;-12.11%;11.44%;22.89%;10.06%;-7.39%;-22.90%;-6.27%;-38.81%
2023;8.72%;-14.17%;-4.67%;19.90%;36.65%;15.59%;10.43%;-13.36%;0.75%;-13.25%;19.14%;4.69%;75.74%
2024;-17.24%;-0.21%;19.00%;-16.30%;2.84%;3.19%;-0.00%;-4.74%;4.76%;9.30%;0.19%;-16.79%;-20.62%
2025;20.41%;5.08%;12.01%;16.34%;11.93%;-7.57%;-13.75%;7.73%;0.00%;0.00%;0.00%;0.00%;58.49%
