;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-8.48%;-10.14%;-26.67%;-3.15%;-0.72%;-9.09%;-47.28%
2009;11.76%;-24.84%;9.52%;30.42%;35.59%;-9.50%;21.55%;8.64%;-13.81%;11.65%;3.04%;1.14%;95.00%
2010;-6.09%;-0.04%;-4.00%;-5.74%;-3.00%;3.61%;4.43%;-10.53%;3.35%;30.91%;6.85%;-0.55%;14.67%
2011;-11.11%;1.25%;1.03%;-4.40%;0.87%;-13.79%;-6.10%;-3.14%;-9.29%;21.82%;-9.45%;-1.15%;-32.01%
2012;10.45%;4.83%;-5.42%;22.02%;6.30%;-3.95%;3.83%;24.85%;7.94%;13.82%;1.16%;6.56%;134.22%
2013;5.70%;9.98%;-9.48%;8.66%;5.31%;-3.84%;10.06%;-0.11%;-2.16%;0.06%;16.13%;2.00%;47.59%
2014;-8.33%;18.12%;3.44%;4.11%;13.92%;8.78%;-3.76%;5.51%;-14.34%;12.81%;-3.38%;-15.22%;16.15%
2015;-29.31%;16.67%;-4.44%;0.39%;0.66%;-2.45%;-20.72%;-12.37%;13.07%;9.65%;-13.26%;4.03%;-39.62%
2016;-16.06%;8.97%;-7.13%;3.46%;-8.51%;56.17%;4.07%;-6.06%;7.42%;3.93%;-4.00%;-2.84%;27.83%
2017;0.63%;-5.72%;5.87%;14.30%;-2.47%;-15.93%;39.53%;26.52%;20.07%;-5.36%;4.50%;7.08%;111.33%
2018;6.79%;-3.28%;3.16%;-7.93%;-21.16%;-3.06%;6.44%;-13.14%;10.87%;-7.44%;13.57%;-4.00%;-22.45%
2019;30.89%;-11.41%;-3.45%;4.08%;8.35%;-1.53%;18.28%;-8.28%;14.69%;8.79%;8.05%;12.00%;103.63%
2020;10.97%;-1.56%;-57.28%;39.48%;-6.16%;18.15%;0.71%;-20.48%;1.71%;-16.38%;44.07%;-0.30%;-29.39%
2021;1.91%;-10.22%;-11.32%;11.30%;12.44%;-0.18%;-13.95%;-9.45%;-7.15%;-12.21%;4.65%;-5.82%;-36.55%
2022;7.54%;-3.89%;-1.46%;-22.43%;0.37%;-19.22%;1.38%;-7.09%;17.38%;11.63%;-28.70%;-11.57%;-50.16%
2023;1.57%;-31.75%;-0.00%;15.18%;73.28%;40.87%;11.96%;-7.06%;-2.45%;-10.77%;13.31%;11.60%;123.19%
2024;-14.01%;5.60%;-11.05%;-18.00%;-17.00%;-14.04%;5.09%;-9.96%;-6.70%;15.45%;-12.82%;-7.57%;-61.18%
2025;19.88%;1.46%;10.96%;28.87%;10.92%;4.04%;-21.53%;0.62%;0.00%;0.00%;0.00%;0.00%;58.47%
