;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;12.50%;7.41%;-6.90%;-14.81%;2.17%;14.89%;-7.41%;0.00%;-0.00%;-13.60%;15.74%;13.60%;18.33%
2001;12.68%;0.00%;0.00%;-6.25%;0.00%;-0.00%;-5.00%;-8.77%;0.00%;3.85%;-20.37%;-6.98%;-29.58%
2002;0.00%;10.00%;-6.82%;8.29%;-0.90%;11.36%;-2.04%;0.00%;0.00%;2.92%;0.00%;1.21%;25.00%
2003;0.00%;0.00%;20.00%;-3.33%;37.24%;0.00%;-12.06%;0.00%;0.00%;-10.00%;-3.17%;-1.64%;20.00%
2004;26.67%;-1.32%;-20.00%;26.67%;-5.00%;-0.55%;0.28%;0.83%;0.55%;6.85%;10.51%;3.71%;49.00%
2005;-1.79%;11.16%;47.54%;-26.39%;9.43%;46.55%;3.53%;42.05%;47.20%;-3.80%;38.42%;30.61%;615.88%
2006;3.12%;20.55%;-3.07%;-7.94%;-12.68%;15.65%;-17.71%;28.14%;-2.14%;17.87%;-4.36%;-2.21%;27.44%
2007;-3.63%;0.25%;-2.94%;11.40%;17.37%;-4.40%;-7.74%;68.25%;34.72%;20.45%;-7.91%;-12.70%;137.37%
2008;-5.37%;17.90%;-14.81%;20.57%;-1.62%;-18.84%;2.98%;-10.13%;-4.83%;-45.64%;-26.04%;17.35%;-61.98%
2009;1.09%;-24.30%;30.40%;48.26%;10.95%;-1.66%;29.63%;23.06%;-2.70%;-2.39%;9.78%;-3.64%;158.70%
2010;-9.08%;4.21%;-6.61%;-0.28%;-5.95%;-1.22%;27.06%;-11.94%;9.71%;-1.88%;-7.66%;0.69%;-8.19%
2011;-15.74%;-10.10%;-9.85%;10.66%;2.36%;-12.01%;1.28%;0.20%;-22.40%;28.18%;0.13%;-1.26%;-32.08%
2012;9.03%;7.05%;-6.76%;-4.64%;-1.82%;-2.12%;0.00%;11.55%;5.39%;-1.03%;3.48%;0.39%;20.55%
2013;-1.90%;-0.85%;-4.89%;9.85%;-6.49%;-9.41%;5.78%;-2.46%;5.41%;0.00%;-5.67%;-8.86%;-19.51%
2014;-0.83%;-8.54%;4.59%;-0.88%;-1.18%;3.29%;-9.04%;12.89%;-12.97%;-0.24%;1.87%;-11.87%;-23.19%
2015;-2.26%;7.12%;14.42%;-11.47%;-7.33%;-8.92%;-6.06%;-9.68%;-1.55%;8.34%;-17.52%;1.49%;-32.19%
2016;-4.67%;14.69%;27.20%;-1.53%;-6.52%;7.19%;8.94%;-5.71%;-3.22%;5.08%;-13.21%;10.08%;36.93%
2017;26.10%;0.31%;1.92%;-0.30%;-19.02%;2.53%;11.68%;7.68%;4.70%;-7.25%;-4.84%;8.54%;28.72%
2018;13.31%;2.40%;-0.33%;-9.09%;-15.90%;-5.90%;5.36%;-5.69%;-1.74%;35.94%;-2.47%;8.64%;17.02%
2019;9.95%;0.53%;-4.85%;9.28%;-1.91%;19.27%;17.31%;3.24%;-4.53%;11.98%;-0.33%;10.62%;91.92%
2020;7.11%;-6.19%;-52.63%;12.60%;6.54%;34.81%;20.00%;-12.07%;-3.61%;-1.94%;18.74%;8.94%;-0.71%
2021;-13.06%;-3.24%;-0.60%;-4.54%;1.57%;-2.34%;-10.67%;-3.02%;-10.98%;-21.72%;-3.48%;16.03%;-46.47%
2022;10.77%;-13.16%;15.22%;-19.10%;-3.53%;-13.41%;6.85%;12.11%;29.59%;1.36%;-22.80%;-8.98%;-17.17%
2023;16.14%;-1.32%;-6.01%;9.73%;20.91%;7.76%;18.33%;-5.79%;-9.67%;-9.18%;0.00%;0.00%;40.86%
