;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;5.61%;-1.56%;-2.86%;2.29%;-6.39%;-1.02%;3.79%;3.32%;2.64%
2007;12.54%;6.86%;1.07%;3.17%;5.90%;13.56%;6.82%;-10.58%;3.79%;-6.45%;-8.05%;-1.75%;26.37%
2008;-16.03%;4.55%;-0.29%;-1.74%;-1.18%;-1.50%;-4.86%;-9.27%;-10.21%;-14.51%;-12.84%;16.84%;-43.51%
2009;15.32%;-5.47%;-0.83%;28.75%;0.32%;9.68%;0.29%;-2.35%;9.61%;-4.11%;4.00%;4.40%;71.17%
2010;-3.42%;2.18%;-1.60%;-2.71%;-3.90%;0.00%;3.19%;-0.56%;2.54%;7.16%;-4.88%;2.97%;0.26%
2011;-1.31%;2.13%;-0.52%;0.00%;-1.57%;-4.79%;-7.54%;5.44%;-1.15%;0.29%;-0.58%;1.16%;-8.66%
2012;-2.30%;10.00%;14.97%;-7.91%;2.27%;-1.98%;-0.00%;9.57%;5.75%;-2.39%;11.14%;-7.82%;32.18%
2013;8.42%;10.93%;0.19%;7.24%;-7.79%;-7.13%;-1.41%;-3.44%;-1.75%;-2.23%;-5.47%;-4.82%;-8.95%
2014;-0.87%;0.53%;1.06%;4.18%;-5.26%;-3.70%;-7.14%;5.38%;-1.47%;-1.79%;1.52%;1.50%;-6.62%
2015;-12.56%;4.27%;0.68%;11.53%;-4.26%;-4.13%;-14.24%;20.43%;25.08%;-17.34%;7.54%;6.40%;14.83%
2016;-5.60%;1.61%;2.86%;-1.23%;1.56%;1.23%;3.34%;17.61%;-1.32%;15.73%;-8.06%;-7.27%;18.57%
2017;8.91%;3.63%;-1.25%;11.39%;-9.09%;-0.00%;7.50%;3.38%;3.53%;6.82%;0.00%;2.13%;41.66%
2018;10.33%;-1.96%;0.60%;5.96%;-4.50%;0.59%;-4.49%;5.51%;13.71%;-2.48%;1.45%;1.25%;27.15%
2019;0.84%;3.09%;5.82%;-2.50%;1.71%;23.36%;-7.36%;-2.36%;8.91%;2.82%;-4.80%;5.19%;36.50%
2020;-4.57%;6.13%;-9.86%;-9.06%;2.75%;2.01%;4.10%;5.62%;-4.17%;3.06%;0.78%;-0.00%;-4.78%
2021;3.70%;-1.24%;0.16%;-1.25%;-1.27%;-1.13%;-1.79%;0.90%;-0.34%;-4.10%;3.21%;-1.55%;-4.86%
2022;2.79%;-7.62%;0.38%;0.19%;-3.44%;-3.75%;-5.54%;10.93%;14.34%;-0.18%;-6.64%;-0.96%;-1.85%
2023;1.51%;0.60%;3.98%;1.53%;3.21%;-3.47%;2.65%;11.10%;5.73%;-7.55%;-0.71%;2.68%;22.07%
2024;9.02%;10.50%;1.66%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;22.47%
2025;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
