;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-4.45%;16.88%;-1.33%;-4.71%;-18.64%;-0.95%;-6.82%;24.06%;-13.46%;19.74%;4.39%;-11.10%;-5.94%
2001;52.64%;1.53%;1.19%;1.28%;0.22%;0.10%;0.00%;0.00%;0.00%;1.08%;0.18%;0.19%;61.64%
2002;0.25%;0.14%;-3.36%;0.20%;0.20%;0.18%;1.42%;0.01%;-0.69%;1.74%;23.70%;43.33%;77.32%
2003;10.47%;-26.84%;22.30%;32.35%;-12.89%;4.60%;16.57%;-1.67%;-2.98%;-1.32%;-2.22%;2.27%;30.81%
2004;-2.17%;6.76%;2.94%;-6.99%;-20.00%;1.38%;11.79%;10.29%;5.33%;1.27%;-1.24%;13.91%;20.00%
2005;5.56%;12.28%;-6.25%;-1.67%;-1.02%;-7.23%;-5.87%;7.84%;3.27%;7.39%;-1.30%;7.97%;20.37%
2006;11.69%;9.92%;-0.00%;-12.02%;8.25%;3.95%;-10.12%;1.96%;0.00%;-6.07%;-0.15%;4.86%;9.54%
2007;-1.40%;0.28%;-3.41%;-50.29%;-0.59%;14.88%;9.82%;-11.90%;4.86%;70.10%;-99.92%;-10.45%;-99.93%
2008;-20.83%;15.79%;-9.09%;10.00%;-4.55%;-9.52%;-5.26%;-11.11%;-6.25%;-13.33%;0.00%;8.71%;-41.11%
2009;-7.14%;0.00%;0.00%;-117.66%;-0.00%;15.38%;54.14%;0.00%;4.35%;-20.83%;10.53%;4.98%;-127.96%
2010;-4.55%;-4.76%;5.45%;-9.52%;-5.26%;-5.56%;19.31%;-5.00%;0.67%;5.26%;-5.00%;0.60%;-10.92%
2011;-10.53%;5.88%;-4.67%;5.88%;-5.56%;7.59%;-22.22%;7.14%;-5.96%;14.29%;-18.75%;9.29%;-22.73%
2012;14.29%;12.50%;-10.52%;-12.50%;7.14%;0.32%;0.00%;-6.67%;1.03%;-0.00%;0.00%;-6.29%;-4.39%
2013;7.69%;0.00%;-7.14%;8.25%;-7.14%;-6.46%;16.67%;-14.29%;26.25%;-0.00%;-0.00%;-13.33%;2.89%
2014;-14.13%;9.09%;-8.07%;27.27%;4.76%;-1.87%;-1.20%;2.83%;3.28%;-17.98%;5.60%;-11.34%;-9.21%
2015;1.62%;5.65%;-2.98%;12.20%;-7.68%;16.17%;-10.81%;-1.67%;-3.02%;3.74%;11.29%;6.32%;30.85%
2016;-11.92%;6.67%;15.63%;5.68%;-3.20%;6.87%;8.25%;2.65%;-4.26%;7.62%;10.57%;-0.99%;48.85%
2017;17.25%;17.94%;-11.18%;-4.97%;-7.97%;-0.69%;2.48%;10.89%;9.84%;-1.07%;-0.73%;8.27%;41.60%
2018;19.90%;1.65%;9.68%;-1.65%;-5.63%;-10.90%;21.59%;-5.95%;2.85%;27.98%;-0.43%;-0.39%;65.02%
2019;17.09%;-4.76%;-2.38%;7.53%;-4.53%;2.53%;-4.67%;-4.46%;6.08%;-3.94%;-3.61%;17.36%;20.30%
2020;-8.94%;-4.68%;-28.30%;0.50%;-12.41%;16.46%;7.59%;-5.48%;3.76%;15.17%;23.75%;11.54%;7.02%
2021;-13.33%;-6.93%;10.69%;-3.55%;8.87%;-1.63%;-1.28%;4.27%;-11.42%;-3.25%;0.40%;-10.49%;-26.89%
2022;12.40%;-6.72%;15.79%;-10.61%;5.47%;-13.68%;-1.92%;5.48%;3.69%;-1.53%;-5.99%;2.33%;0.40%
2023;3.68%;-0.52%;-5.54%;1.34%;6.99%;5.88%;-5.71%;-2.72%;0.00%;0.00%;0.00%;0.00%;2.59%
