;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2010;0.00%;0.00%;1.73%;-3.64%;-6.83%;10.78%;8.95%;1.00%;15.28%;0.61%;18.90%;-6.87%;42.99%
2011;-7.65%;5.55%;-3.73%;10.92%;-4.81%;-2.72%;-4.46%;5.32%;-3.01%;0.12%;5.32%;2.72%;1.87%
2012;2.97%;15.75%;6.30%;0.90%;-3.17%;3.49%;0.84%;2.51%;7.96%;0.57%;-5.26%;1.19%;37.84%
2013;1.37%;-4.84%;-8.94%;-0.27%;-7.25%;-8.30%;-0.53%;-3.81%;8.36%;-3.96%;1.74%;-3.38%;-27.06%
2014;-9.03%;0.47%;9.59%;-4.08%;0.17%;-25.64%;5.41%;6.84%;-13.28%;-3.69%;-12.86%;-6.51%;-45.16%
2015;-11.76%;27.78%;14.00%;-18.31%;-1.49%;-1.42%;9.13%;-11.01%;5.94%;10.28%;-11.44%;-19.43%;-17.45%
2016;-3.21%;-2.82%;10.73%;17.10%;-19.67%;-9.09%;20.27%;-6.32%;1.18%;0.47%;-8.03%;-5.06%;-10.93%
2017;6.27%;18.57%;-3.07%;3.06%;-7.42%;3.09%;8.21%;12.72%;1.64%;-6.54%;5.36%;-3.64%;41.33%
2018;4.53%;-18.95%;0.67%;-1.55%;-14.04%;18.95%;-0.88%;2.00%;-16.85%;2.09%;-1.54%;6.63%;-22.64%
2019;7.32%;-0.45%;1.60%;-1.69%;0.23%;12.31%;1.93%;9.56%;7.18%;3.05%;5.93%;12.51%;76.59%
2020;7.53%;-11.50%;-33.53%;-4.59%;-1.26%;3.36%;3.92%;-1.19%;-1.75%;-3.67%;21.22%;-5.80%;-31.63%
2021;-9.09%;-9.56%;5.65%;4.30%;7.02%;-4.48%;-5.78%;-3.12%;-5.14%;-9.19%;-0.14%;1.53%;-26.16%
2022;-0.96%;4.28%;17.75%;0.45%;-1.23%;0.34%;-4.86%;-2.85%;1.59%;-25.27%;-1.93%;7.22%;-10.67%
2023;-7.04%;-1.04%;-2.46%;-72.93%;-3.59%;32.81%;1.59%;-82.55%;75.00%;-79.18%;0.00%;0.00%;-97.99%
2024;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
