;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2002;0.00%;-3.77%;-6.43%;9.38%;-8.57%;3.12%;-27.27%;-20.92%;-30.56%;-12.75%;17.39%;9.63%;-58.36%
2003;1.35%;-6.67%;9.29%;17.65%;16.67%;-13.43%;7.81%;32.65%;16.15%;13.91%;27.62%;17.54%;248.65%
2004;-7.02%;1.92%;0.00%;2.90%;4.93%;34.43%;-6.73%;10.27%;0.96%;11.53%;19.98%;17.83%;125.19%
2005;-9.55%;2.76%;-1.50%;-0.36%;11.32%;-6.98%;-2.33%;4.85%;12.90%;-6.23%;12.44%;10.61%;27.37%
2006;21.62%;-9.42%;-0.59%;-9.67%;-5.74%;2.61%;15.54%;2.15%;0.53%;8.90%;20.46%;4.72%;55.95%
2007;-3.29%;-2.15%;0.62%;15.65%;1.51%;10.11%;-4.08%;-0.18%;8.53%;-13.31%;-2.16%;-12.14%;-4.68%
2008;3.09%;1.76%;-10.26%;23.60%;2.22%;-3.12%;0.54%;-6.40%;-16.16%;-14.40%;5.75%;4.42%;-14.07%
2009;-3.30%;1.44%;-10.05%;26.28%;17.32%;1.75%;-2.96%;1.80%;-2.38%;14.81%;8.76%;4.12%;66.78%
2010;2.06%;-5.15%;3.51%;1.90%;-7.68%;0.62%;7.17%;0.60%;8.31%;5.38%;1.63%;0.32%;19.01%
2011;-1.86%;0.80%;2.16%;3.38%;0.80%;-5.95%;-0.32%;3.65%;2.00%;-3.47%;-2.22%;5.80%;4.22%
2012;-0.49%;12.83%;7.73%;0.14%;6.08%;4.01%;4.72%;6.67%;-2.36%;0.28%;2.80%;5.94%;59.17%
2013;5.66%;-3.41%;1.06%;-1.60%;-1.01%;-9.47%;1.19%;-3.07%;0.00%;7.38%;-0.70%;-3.95%;-8.64%
2014;-12.55%;3.47%;8.33%;0.17%;0.74%;2.39%;-0.89%;14.29%;-17.70%;9.95%;-4.61%;-12.44%;-13.28%
2015;-0.84%;9.10%;-2.22%;1.84%;-6.99%;-3.43%;2.08%;-2.23%;-18.21%;-0.41%;5.69%;-2.03%;-18.56%
2016;1.83%;-1.17%;11.08%;15.32%;-5.75%;10.16%;11.49%;-8.92%;-0.70%;2.42%;-15.22%;8.50%;27.17%
2017;-2.82%;16.63%;-0.22%;-1.94%;-6.33%;1.93%;1.07%;2.22%;1.43%;2.77%;-13.02%;2.02%;1.19%
2018;-2.97%;-18.95%;-1.57%;-4.32%;-13.88%;-1.75%;4.05%;-11.11%;-9.62%;29.67%;18.41%;-13.78%;-30.65%
2019;32.86%;-4.37%;-17.50%;-0.43%;14.37%;2.17%;9.44%;8.70%;6.15%;-4.70%;4.56%;10.41%;69.46%
2020;-3.90%;-10.47%;-28.17%;5.29%;19.03%;-1.36%;3.17%;-10.90%;-4.95%;-11.92%;16.85%;3.30%;-29.03%
2021;-10.02%;-7.18%;14.84%;-6.81%;14.45%;-2.39%;-3.35%;-5.77%;-4.49%;-2.31%;7.70%;-5.85%;-13.96%
2022;12.17%;-9.54%;16.50%;-9.42%;7.49%;-6.07%;3.67%;6.16%;-9.14%;3.43%;-8.87%;-8.38%;-6.64%
2023;8.69%;-6.55%;16.47%;6.02%;-0.00%;3.54%;-5.41%;-6.25%;3.45%;-7.06%;13.02%;4.73%;31.05%
2024;-7.48%;5.03%;0.29%;-10.78%;-2.35%;-3.32%;6.36%;7.03%;-0.75%;0.00%;0.00%;0.00%;-7.26%
