;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;5.42%;1.60%;7.10%
2010;0.35%;-4.26%;-3.72%;-1.51%;0.97%;2.69%;15.64%;-1.62%;1.56%;3.40%;9.72%;-3.64%;19.31%
2011;3.86%;-17.24%;-0.93%;0.47%;4.09%;-5.72%;5.97%;-12.52%;-0.00%;-6.44%;-1.64%;5.56%;-24.39%
2012;0.00%;11.37%;-0.40%;-4.96%;-3.37%;3.17%;-0.10%;16.02%;-0.09%;7.71%;7.32%;8.43%;52.54%
2013;6.36%;4.98%;-8.23%;9.72%;6.14%;-18.48%;0.37%;-10.59%;-0.33%;8.06%;-3.77%;-4.08%;-13.21%
2014;-11.67%;-2.83%;-2.82%;8.69%;6.11%;4.04%;-12.50%;11.82%;-12.07%;2.20%;-3.34%;-15.52%;-28.13%
2015;-19.85%;-13.54%;10.85%;5.36%;-13.17%;-8.84%;-9.63%;-9.16%;7.42%;-2.21%;-1.98%;1.15%;-45.23%
2016;-5.98%;43.94%;26.32%;2.50%;-13.82%;3.02%;23.20%;-7.97%;-1.70%;-4.66%;-15.94%;-1.72%;36.55%
2017;29.61%;-4.74%;-0.53%;8.93%;-16.23%;0.78%;10.10%;-7.58%;11.45%;0.17%;-4.10%;0.71%;23.90%
2018;15.93%;-9.16%;2.18%;0.16%;3.78%;-5.70%;16.11%;-2.46%;1.19%;14.87%;7.28%;-2.09%;45.86%
2019;22.67%;-5.33%;3.67%;-4.96%;20.75%;12.56%;12.41%;3.18%;-4.93%;9.39%;1.67%;23.46%;135.49%
2020;8.80%;-8.03%;-44.17%;5.01%;8.75%;64.26%;2.86%;-7.79%;-9.19%;-11.93%;11.09%;4.55%;-7.66%
2021;6.26%;-7.76%;-3.20%;3.06%;24.67%;2.64%;-9.21%;-0.08%;-10.08%;-16.46%;6.71%;24.85%;13.60%
2022;8.18%;-11.49%;-0.08%;-5.43%;-4.35%;-6.27%;30.67%;9.37%;30.12%;1.54%;-13.50%;11.09%;47.19%
2023;2.11%;-3.63%;3.83%;-1.75%;11.27%;12.94%;7.38%;-4.03%;-5.28%;-9.49%;14.92%;20.79%;54.72%
2024;-2.68%;8.63%;8.28%;-9.01%;5.87%;7.70%;10.70%;4.06%;6.03%;3.40%;-7.45%;-8.12%;27.55%
2025;26.32%;1.98%;7.09%;15.65%;11.86%;5.36%;-4.48%;19.80%;0.00%;0.00%;0.00%;0.00%;115.15%
