;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;40.00%;0.00%;19.05%;12.00%;0.00%;0.00%;-17.86%;30.43%;0.00%;0.00%;-100.00%;0.00%;-100.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;-16.67%;0.00%;0.00%;-4.00%;0.00%;0.00%;0.00%;-20.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;0.00%;-16.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-16.67%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;0.00%;0.00%;0.00%;0.00%;0.00%;350.00%;55.56%;7.07%;-13.08%;19.34%;-11.83%;27.64%;775.00%
2008;-2.86%;5.29%;-10.61%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-8.57%
2009;0.00%;0.00%;0.00%;18.75%;0.00%;-64.16%;17.47%;-2.88%;-4.63%;6.61%;-11.39%;7.14%;-53.12%
2010;5.33%;-10.76%;6.38%;0.00%;-2.67%;0.00%;0.00%;12.19%;-24.30%;12.90%;-5.71%;6.06%;-6.67%
2011;21.14%;-25.47%;0.00%;13.29%;-1.12%;0.00%;1.69%;-11.11%;0.00%;0.00%;12.50%;-16.67%;-14.29%
2012;10.00%;0.00%;-9.09%;0.00%;0.00%;-0.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.67%
2013;0.00%;0.00%;-26.17%;-9.09%;0.00%;13.00%;41.59%;0.00%;9.37%;0.57%;0.00%;0.00%;18.12%
2014;4.55%;16.85%;16.28%;-10.00%;37.78%;1.61%;0.00%;49.21%;0.00%;0.00%;0.00%;-14.89%;127.27%
2015;23.50%;0.00%;0.00%;7.29%;11.32%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;47.50%
2016;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;5.08%;0.00%;0.00%;0.00%;5.08%
2017;29.03%;-28.75%;0.00%;0.00%;14.74%;0.00%;-11.77%;0.00%;38.47%;0.00%;0.00%;0.00%;28.87%
2018;0.00%;0.00%;-12.14%;-0.28%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.14%;-12.27%
2019;-0.29%;0.00%;0.00%;0.00%;0.00%;-7.01%;7.69%;14.29%;0.00%;0.00%;0.00%;0.00%;14.12%
2020;25.00%;-3.10%;-12.28%;0.00%;-6.82%;-4.67%;-16.69%;5.72%;-25.56%;1.01%;4.80%;10.50%;-27.63%
2021;45.42%;-9.03%;120.63%;-4.79%;-12.00%;-1.20%;0.07%;-3.36%;81.82%;-30.00%;16.72%;-24.88%;160.79%
2022;-19.74%;9.32%;-1.13%;-10.61%;7.77%;-12.52%;-6.43%;19.36%;-15.49%;10.08%;-11.07%;-10.69%;-39.67%
2023;1.98%;-3.12%;-5.67%;-6.83%;6.45%;9.98%;-3.02%;20.60%;10.43%;-1.92%;-8.70%;-1.77%;15.48%
