;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;0.41%;3.66%;-3.96%;0.04%;3.67%;-1.57%;-4.20%;-3.97%;12.17%;-7.02%;-12.51%;-9.48%;-22.45%
2009;4.74%;0.50%;0.00%;7.50%;-0.51%;5.10%;-10.59%;9.40%;1.41%;12.11%;8.04%;-0.41%;41.58%
2010;0.37%;-7.41%;15.52%;0.07%;-3.15%;-7.11%;10.77%;-2.81%;-3.18%;-8.82%;-4.90%;11.91%;-2.23%
2011;6.46%;-2.50%;5.13%;1.05%;1.72%;-3.05%;-2.45%;-4.95%;1.43%;3.31%;0.00%;-2.84%;2.66%
2012;3.30%;-5.74%;-8.71%;-1.71%;-1.95%;0.09%;1.94%;0.04%;-10.84%;2.14%;-6.98%;5.00%;-22.22%
2013;-0.52%;-0.96%;6.23%;6.87%;-10.60%;-2.48%;-7.23%;4.58%;-2.42%;-7.07%;4.33%;-6.12%;-15.95%
2014;-0.28%;-1.76%;-2.37%;-0.65%;-3.82%;1.67%;-3.66%;-2.03%;-2.78%;-2.33%;-1.36%;-5.17%;-22.10%
2015;-6.04%;-2.71%;-10.90%;-12.32%;11.41%;-9.51%;0.51%;0.30%;-4.91%;5.06%;-6.22%;-10.16%;-38.91%
2016;-4.76%;0.25%;25.06%;-5.08%;10.19%;13.44%;-13.45%;-2.82%;-5.09%;-0.00%;8.42%;-1.75%;20.48%
2017;17.59%;4.20%;8.79%;-18.46%;-6.00%;30.56%;6.15%;0.84%;19.03%;-2.91%;-3.89%;0.62%;59.58%
2018;17.65%;-1.16%;-2.56%;-6.61%;-20.36%;-0.73%;6.59%;-2.78%;-2.00%;-1.60%;10.22%;-0.47%;-8.30%
2019;12.42%;8.11%;-5.78%;-2.89%;4.13%;5.54%;18.51%;-8.53%;-3.21%;0.05%;0.21%;23.37%;58.61%
2020;-4.64%;-7.01%;-16.99%;-6.88%;-1.99%;14.07%;24.67%;10.74%;12.47%;-4.87%;16.59%;3.06%;36.02%
2021;-5.23%;-2.97%;7.22%;30.79%;3.96%;27.95%;-16.99%;-1.08%;-3.40%;3.01%;-4.24%;-0.98%;32.90%
2022;-3.93%;-5.96%;2.84%;1.27%;-0.13%;-3.53%;-3.09%;15.15%;-1.07%;3.53%;8.77%;-3.28%;9.00%
2023;-4.49%;1.67%;-8.92%;2.59%;0.02%;14.26%;6.25%;2.63%;-0.65%;0.00%;0.00%;0.00%;12.34%
