;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;5.56%;3.95%;-0.25%;-9.90%;-4.23%;2.94%;-3.43%;3.25%;0.29%;1.43%;-5.07%;1.78%;-4.72%
2001;10.79%;-0.82%;-4.48%;-1.39%;-16.07%;-9.38%;-7.78%;0.00%;-11.65%;-2.73%;0.93%;-3.01%;-38.92%
2002;2.63%;-0.00%;3.72%;-4.48%;-11.74%;-6.91%;-2.87%;11.77%;-3.15%;28.26%;7.63%;6.30%;28.88%
2003;0.00%;6.21%;6.01%;-6.25%;-6.21%;-6.47%;-2.40%;-7.17%;8.17%;-3.06%;-5.27%;20.00%;0.00%
2004;-0.00%;8.52%;-0.34%;-5.14%;-2.89%;15.20%;4.55%;9.57%;-1.13%;-3.13%;5.29%;4.75%;38.89%
2005;8.00%;0.00%;-4.94%;-5.71%;-0.52%;-22.46%;-4.29%;0.00%;0.60%;-11.28%;6.69%;-0.47%;-32.27%
2006;38.58%;-3.98%;24.14%;6.77%;-14.82%;4.72%;-1.70%;-2.24%;-0.10%;-1.36%;12.16%;27.52%;113.07%
2007;10.13%;0.60%;0.67%;12.79%;15.39%;11.61%;-8.30%;-14.53%;-2.91%;1.44%;-24.59%;11.29%;4.95%
2008;-8.45%;14.12%;-4.02%;7.46%;29.46%;-29.54%;3.70%;-3.57%;-12.59%;-29.83%;18.36%;5.31%;-24.85%
2009;6.85%;-4.03%;15.76%;19.66%;2.13%;0.42%;4.91%;-2.42%;2.48%;7.60%;-0.00%;7.42%;76.63%
2010;-1.76%;4.07%;-5.15%;-1.63%;1.64%;5.09%;1.30%;11.79%;-0.11%;9.28%;3.32%;13.85%;48.18%
2011;-6.17%;-1.60%;2.84%;-3.40%;-9.58%;-0.52%;-6.01%;-6.30%;-4.15%;11.99%;-0.00%;-0.44%;-22.34%
2012;2.02%;2.09%;1.03%;8.01%;0.31%;10.45%;-1.27%;-10.02%;1.03%;-14.29%;-5.20%;3.16%;-5.26%
2013;3.83%;2.14%;4.59%;9.04%;3.13%;-4.55%;1.27%;-9.94%;12.00%;-0.21%;-4.53%;-1.70%;13.88%
2014;-8.58%;3.88%;2.13%;4.07%;4.00%;-4.07%;1.18%;-0.14%;-6.19%;-11.93%;0.12%;-2.94%;-18.31%
2015;-5.23%;-0.32%;-0.93%;7.38%;-11.24%;2.17%;-0.35%;-24.73%;-16.35%;28.74%;0.81%;-3.88%;-28.67%
2016;-12.44%;-1.64%;-7.78%;-0.00%;-4.22%;-5.03%;11.26%;-1.19%;-7.83%;1.31%;-10.97%;-4.35%;-36.84%
2017;13.64%;-2.00%;-10.88%;-1.53%;-8.53%;-5.08%;15.18%;-12.40%;0.88%;-5.26%;-10.19%;-5.15%;-30.30%
2018;8.70%;4.00%;-18.27%;-16.47%;-36.62%;17.78%;18.87%;-12.70%;-9.09%;3.00%;-11.00%;1.82%;-49.28%
2019;7.14%;-8.67%;-24.45%;1.93%;9.00%;2.61%;4.99%;17.00%;0.00%;-7.27%;4.48%;52.14%;52.62%
2020;45.54%;-18.23%;-49.51%;9.38%;-5.68%;35.09%;34.92%;-4.35%;28.57%;56.73%;58.00%;-14.00%;195.93%
2021;0.08%;-11.45%;78.89%;32.34%;28.63%;-22.54%;-3.04%;-17.78%;-23.10%;-11.88%;10.49%;44.03%;79.71%
2022;-15.70%;-15.11%;10.85%;-13.27%;-6.55%;-27.55%;21.48%;16.31%;-0.39%;-12.27%;-8.87%;9.04%;-42.84%
2023;32.18%;-32.77%;-1.47%;0.00%;17.37%;1.65%;-3.25%;-5.78%;0.00%;0.00%;0.00%;0.00%;-4.77%
