;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-4.39%;42.86%;-16.07%;10.64%;8.85%;-1.06%;-4.64%;-14.61%;4.39%;-3.36%;-0.43%;0.44%;12.20%
2001;7.83%;4.84%;-3.46%;12.75%;0.71%;-3.16%;-0.36%;3.27%;-4.93%;9.26%;8.47%;1.25%;40.87%
2002;-2.78%;14.29%;2.78%;-2.70%;-0.56%;-3.63%;4.35%;6.94%;-8.05%;15.82%;7.32%;-3.64%;30.86%
2003;-8.25%;6.17%;-1.94%;-6.42%;3.17%;-6.91%;-5.77%;12.25%;5.19%;-2.22%;9.85%;10.34%;13.21%
2004;14.79%;-5.63%;9.62%;-12.11%;5.59%;5.86%;3.57%;7.76%;1.60%;0.94%;-1.09%;7.89%;42.50%
2005;-0.58%;-5.88%;-13.91%;-12.34%;-10.97%;10.47%;-0.21%;0.84%;10.67%;-11.15%;1.06%;22.53%;-14.91%
2006;1.37%;11.86%;-8.79%;1.33%;16.07%;-2.54%;15.94%;2.50%;1.95%;9.33%;14.44%;13.77%;104.47%
2007;5.04%;-2.40%;1.64%;2.26%;-1.26%;18.85%;14.25%;-5.65%;3.49%;5.18%;-12.94%;-5.26%;21.01%
2008;-11.81%;10.71%;-18.21%;18.26%;13.09%;-18.21%;0.95%;-2.52%;-19.39%;-24.45%;-1.86%;-8.75%;-53.11%
2009;-5.36%;-6.67%;17.86%;46.97%;-5.15%;-3.26%;21.35%;4.44%;8.16%;2.46%;1.60%;6.30%;112.93%
2010;12.44%;7.11%;-1.60%;4.50%;1.20%;12.06%;6.33%;9.13%;2.14%;22.50%;4.96%;-2.60%;108.45%
2011;-14.02%;-5.16%;20.26%;3.07%;5.40%;-5.33%;-12.71%;0.00%;13.36%;11.30%;6.25%;-12.77%;2.94%
2012;11.71%;8.96%;8.69%;9.63%;-8.29%;-3.40%;11.60%;11.88%;5.09%;0.51%;5.46%;4.17%;86.15%
2013;4.26%;-1.49%;8.53%;-6.76%;3.89%;-7.90%;1.41%;2.86%;-0.69%;-12.42%;0.35%;-11.85%;-20.20%
2014;1.57%;-9.40%;-1.39%;-10.33%;6.37%;-0.83%;-6.76%;8.75%;-8.18%;6.53%;-2.59%;-19.14%;-32.95%
2015;-18.67%;-17.41%;2.69%;20.52%;1.45%;-16.49%;-1.29%;-12.66%;-19.04%;21.87%;15.38%;-17.78%;-43.16%
2016;9.73%;1.48%;15.05%;-0.42%;1.69%;0.00%;28.33%;4.55%;-2.80%;4.15%;-15.63%;3.79%;54.31%
2017;5.11%;-4.17%;-5.07%;-8.40%;17.50%;0.71%;14.79%;19.33%;11.83%;-8.74%;-9.32%;11.26%;46.18%
2018;4.76%;-1.74%;-4.65%;4.62%;-12.50%;-6.16%;13.43%;-0.26%;-9.76%;14.91%;5.34%;0.91%;5.14%
2019;0.00%;-0.74%;-3.70%;-9.74%;3.41%;6.48%;-1.04%;-4.99%;-9.55%;11.69%;-1.65%;26.05%;11.86%
2020;7.56%;1.24%;-49.12%;15.79%;-7.69%;10.98%;1.71%;-5.37%;-4.96%;-8.58%;13.47%;3.86%;-35.24%
2021;1.39%;-13.75%;11.55%;-6.79%;2.68%;26.49%;-9.76%;-7.64%;4.68%;-11.00%;-0.77%;19.93%;9.15%
2022;12.13%;-15.20%;-7.93%;0.00%;7.49%;-13.94%;0.00%;6.07%;10.31%;-0.35%;-14.58%;20.31%;-2.96%
2023;6.71%;4.64%;2.97%;12.89%;28.69%;12.77%;1.56%;15.87%;-3.96%;-8.62%;13.74%;19.66%;164.77%
2024;13.48%;-8.54%;5.82%;-12.60%;0.35%;-2.61%;-4.41%;23.19%;8.16%;6.42%;3.04%;-14.09%;12.56%
2025;12.87%;-9.03%;-16.73%;15.03%;4.24%;9.79%;3.77%;14.38%;0.00%;0.00%;0.00%;0.00%;33.61%
